node,round,train_loss,train_accuracy_pct,private_test_accuracy_pct,epsilon,delta,global_proxy_accuracy_pct,successful_updates,throughput_updates_per_sec,bytes_tx,bytes_rx,training_ms,key_generation_ms,signature_generation_ms,signature_verification_ms,batch_verification_ms,batch_verification_receiver_ms,encryption_ms,decryption_ms,communication_tx_ms,communication_rx_ms,security_latency_ms,communication_latency_ms,device_round_execution_ms,rsu_round_execution_ms,server_round_execution_ms,energy_training_j,energy_security_j,energy_communication_j,energy_total_j,energy_idle_j,idle_latency_ms
C2_D1,4,0.10998660152157147,97.33333333333333,87.0,118079.49428336347,1e-05,,,,206448.0,204938.0,6205.738300021039,0.0,12.604700023075566,124.78959999862127,42.48659999575466,,40.59889999916777,0.0,1.1857000063173473,0.10099998326040804,220.47980001661927,1.2866999895777553,9695.01679998939,,,67.51843270422891,0.9595280896723272,0.008399577531963586,0.9679276672042908,7.110106111917646,3267.511999962153
C2_D2,4,0.10770606622099876,97.66666666666666,86.0,118079.49428336347,1e-05,,,,206448.0,204938.0,5551.070100016659,0.0,13.319400022737682,134.7484000143595,42.48659999575466,,46.594299987191334,0.0,2.2564999817404896,2.3883999965619296,237.14870002004318,4.644899978302419,9682.738100003917,,,60.39564268818126,1.032071142487228,0.030321907058358195,1.0623930495455862,8.464366694375872,3889.874399988912
Cluster_1,4,,,,,,,,,616342.0,617835.0,,0.0,12.026600015815347,123.67959998664446,48.186399988480844,85.05380002316087,44.2439999897033,0.0,9.404699987499043,0.9698999929241836,228.13659998064395,10.374599980423227,,153.11760001350194,,0.0,0.9928504831157626,0.06772538867220282,1.0605758717879654,0.0,0.0
Cluster_2,4,,,,,,,,,616342.0,617834.0,,0.0,22.93669999926351,119.5387999759987,48.186399988480844,84.97319999150932,58.100499998545274,0.0,6.82869998854585,1.1754999577533454,248.76239996228833,8.004199946299195,,172.31789999641478,,0.0,1.0826139646358788,0.05225141724944116,1.1348653818853198,0.0,0.0
Server,4,,,,,,89.28,2.0,0.6718735523210562,409876.0,412932.0,,0.0,,,,96.37279997696169,,0.0,4.822099988814443,0.8660000166855752,0.0,5.688100005500019,,,2162.0867000019643,0.0,0.0,0.037131916835904125,0.037131916835904125,4.692323353592307,2156.3985999964643
C1_D1,5,0.0902339034775893,97.70833333333334,86.5,147596.66290963322,1e-05,,,,206449.0,204938.0,5381.001400004607,0.0,12.413199990987778,113.97000000579283,42.061300002387725,,44.94250001152977,0.0,2.345499990042299,2.6932999899145216,213.3870000106981,5.038799979956821,10130.561499972828,,,58.54529523205013,0.9286602240465582,0.03289328626915813,0.9615535103157163,9.859748236751184,4531.134299977566
C1_D2,5,0.08292143896222114,98.79166666666667,86.0,147596.66290963322,1e-05,,,,206448.0,204938.0,5727.708700025687,0.0,14.672599994810298,123.07870000950061,42.061300002387725,,40.15780001645908,0.0,1.4632999955210835,0.4099000070709735,219.9704000231577,1.873200002592057,10119.869899994228,,,62.31747065627948,0.9573111809007825,0.012228249616920948,0.9695394305177034,9.074611097475513,4170.317599942791
C2_D1,5,0.09481092909971872,98.20833333333333,87.0,147596.66290963322,1e-05,,,,206449.0,204938.0,6620.901599992067,0.0,17.31999998446554,158.43779998249374,44.70350001065526,,47.863899992080405,0.0,52.76590000721626,1.0401999752502888,268.32519996969495,53.80609998246655,10121.393499983242,,,72.03540940791369,1.1677512702681123,0.3512462206855416,1.5189974909536539,6.916112665684895,3178.3606000390137
C2_D2,5,0.09525480126341183,98.41666666666667,86.5,147596.66290963322,1e-05,,,,206448.0,204938.0,5530.391299980693,0.0,12.512599991168827,119.42239999189042,44.70350001065526,,43.97980001522228,0.0,2.0201000152155757,0.8907000010367483,220.61830000893679,2.910800016252324,10122.586399986176,,,60.17065734378994,0.960130841638893,0.01900170250609517,0.9791325441449881,9.50621721595712,4368.665999980294
Cluster_1,5,,,,,,,,,616341.0,617835.0,,0.0,15.674800000851974,118.03569999756292,56.821949998266064,84.12260000477545,41.273699986049905,0.0,13.142599986167625,23.282699985429645,231.80614998273086,36.42529997159727,,151.9939000136219,,0.0,1.0088203647248448,0.237784358214587,1.246604722939432,0.0,0.0
Cluster_2,5,,,,,,,,,616342.0,617835.0,,0.0,12.669399991864339,111.14950000774115,56.821949998266064,89.40700002131052,43.30140000092797,0.0,40.04499997245148,20.464800036279485,223.94224999879953,60.50980000873096,,184.59369998890907,,0.0,0.9745966719947756,0.3950079744569957,1.3696046464517713,0.0,0.0
Server,5,,,,,,89.82,2.0,0.6410161079656951,409876.0,412931.0,,0.0,,,,113.64389999653213,,0.0,29.842099989764392,16.469199996208772,0.0,46.311299985973164,,,2471.3655000086874,0.0,0.0,0.30232016630843284,0.30232016630843284,5.276917939249426,2425.054200022714
C1_D1,6,0.08194198029736678,97.95833333333333,86.0,177113.831535903,1e-05,,,,206448.0,204938.0,5911.616500001401,0.0,15.252599987434223,116.76930001704022,41.519799997331575,,47.11990000214428,0.0,1.5663999947719276,0.9012999944388866,220.6616000039503,2.4676999892108142,9656.83579997858,,,64.31838752001525,0.9603192832171918,0.016109145529568197,0.9764284287467601,7.664067839965226,3522.0899999840185
C1_D2,6,0.07388295916219552,98.875,84.5,177113.831535903,1e-05,,,,206448.0,204938.0,5193.096700008027,0.0,15.257200022460893,114.83510001562536,41.519799997331575,,44.063699984690174,0.0,8.611700002802536,0.16769999638199806,215.675800020108,8.779399999184534,9656.30780000356,,,56.50089209608734,0.9386210816875101,0.057311923194676644,0.9959330048821867,9.2235328383483,4238.7558999762405
C2_D1,6,0.08575185711185136,98.45833333333333,85.5,177113.831535903,1e-05,,,,206449.0,204938.0,5569.804099999601,0.0,14.401699998416007,107.82010000548325,43.33625000435859,,44.291900005191565,0.0,2.618600003188476,3.1331999925896525,209.84995001344942,5.7517999957781285,9649.502899992513,,,60.59946860799567,0.913266982458532,0.037547750372439626,0.9508147328309716,8.408275180764496,3864.097049983684
C2_D2,6,0.08884195481737456,98.41666666666667,86.5,177113.831535903,1e-05,,,,206448.0,204938.0,5607.770000002347,0.0,13.637299998663366,117.59779998101294,43.33625000435859,,41.035100002773106,0.0,1.5487000055145472,1.489899994339794,215.606449986808,3.038599999854341,9655.907000007574,,,61.01253760002554,0.9383192703425886,0.01983598079904914,0.9581552511416377,8.332974483240395,3829.4919500185642
Cluster_1,6,,,,,,,,,616342.0,617834.0,,0.0,16.69160000164993,128.61270000576042,43.216199992457405,83.03959999466315,41.97290001320653,0.0,50.57749999104999,0.9312000183854252,230.49340001307428,51.508700009435415,,189.5117000094615,,0.0,1.0031072768568994,0.3362487936615944,1.3393560705184937,0.0,0.0
Cluster_2,6,,,,,,,,,616341.0,617835.0,,0.0,13.034400006290525,126.30500001250766,43.216199992457405,86.67250000871718,42.51599998679012,0.0,8.747100044274703,1.4618999848607928,225.0715999980457,10.209000029135495,,151.37560002040118,,0.0,0.9795116031914951,0.06664435219019652,1.0461559553816917,0.0,0.0
Server,6,,,,,,89.92999999999999,2.0,0.7213924866056161,409876.0,412931.0,,0.0,,,,86.43239998491481,,0.0,3.928800026187673,10.22920003742911,0.0,14.158000063616782,,,2283.749900001567,0.0,0.0,0.09242342441529036,0.09242342441529036,4.93863197426498,2269.59189993795
C1_D1,7,0.07637610467771688,98.25,87.0,206631.00016217277,1e-05,,,,206449.0,204938.0,5462.149600003613,0.0,12.013500003376976,132.2785000083968,52.50510000041686,,43.51909999968484,0.0,2.1495000110007823,0.12699997751042247,240.31620001187548,2.2764999885112047,10155.662500008475,,,59.42818764803932,1.0458561024516821,0.014860991925001146,1.0607170943766833,9.685202355209737,4450.920200004475
C1_D2,7,0.06961480729281903,98.95833333333334,87.0,206631.00016217277,1e-05,,,,206448.0,204938.0,5507.287399988854,0.0,14.107299997704104,144.37379999435507,52.50510000041686,,43.428100005257875,0.0,2.076800010399893,0.9956000139936805,254.4142999977339,3.0724000243935734,10159.972199995536,,,59.91928691187874,1.107211033590138,0.02005662735924125,1.1272676609493792,9.56395106556639,4395.198099984555
C2_D1,7,0.07773361975948016,98.83333333333333,85.0,206631.00016217277,1e-05,,,,206448.0,204938.0,5907.471800019266,0.0,14.45590000366792,108.05820001405664,57.546850002836436,,42.61989999213256,0.0,56.995100021595135,0.18760000239126384,222.68085001269355,57.1827000239864,10163.476900022943,,,64.27329318420962,0.9691070592552424,0.3732886657565832,1.3423957250118257,8.652084012728185,3976.1415499669965
C2_D2,7,0.08237329373757045,98.45833333333333,86.0,206631.00016217277,1e-05,,,,206449.0,204938.0,5609.385599993402,0.0,12.71380000980571,112.12109998450615,57.546850002836436,,51.356199983274564,0.0,58.137300016824156,1.9804000039584935,233.73794998042285,60.11770002078265,10160.508200002369,,,61.03011532792822,1.0172275583148003,0.3924483457356691,1.4096759040504694,9.263812883216888,4257.266950007761
Cluster_1,7,,,,,,,,,616342.0,617835.0,,0.0,13.3196999959182,126.2161000049673,55.34039999474771,105.01020000083372,50.246500002685934,0.0,6.212599982973188,1.097600004868582,245.12269999831915,7.31019998784177,,180.57120000594296,,0.0,1.066773990392685,0.04772098552063107,1.114494975913316,0.0,0.0
Cluster_2,7,,,,,,,,,616342.0,617835.0,,0.0,16.78639999590814,113.4586000116542,55.34039999474771,115.09370000567287,41.78269999101758,0.0,9.895100025460124,36.09180002240464,227.36809999332763,45.986900047864765,,179.7888000146486,,0.0,0.989505971170962,0.3002024835124612,1.2897084546834232,0.0,0.0
Server,7,,,,,,90.08,2.0,0.6010775637742038,409876.0,412932.0,,0.0,,,,110.68079998949543,,0.0,3.74399998690933,0.4318999999668449,0.0,4.175899986876175,,,2563.689400005387,0.0,0.0,0.027260275114327673,0.027260275114327673,5.56950137604028,2559.513500018511
C1_D1,8,0.07074721629420917,98.375,86.0,236148.16878844253,1e-05,,,,206449.0,204938.0,5507.569799985504,0.0,30.19340001628734,110.8239000022877,50.576649999129586,,61.211599997477606,0.0,1.6087999974843115,2.5621000095270574,252.80555001518223,4.170900007011369,9654.287600016687,,,59.92235942384229,1.100209753666073,0.02722763524577022,1.1274373889118434,8.464077177619561,3889.7413500089897
C1_D2,8,0.06555434582134088,99.00000000000001,86.0,236148.16878844253,1e-05,,,,206448.0,204938.0,5552.007499994943,0.0,12.326500000199303,114.80770001071505,50.576649999129586,,47.412300016731024,0.0,2.011699980357662,3.4687000152189285,225.12315002677497,5.48039999557659,9656.381899985718,,,60.405841599944985,0.9797359489165247,0.03577605117112398,1.0155120000876487,8.42932536953129,3873.770849968423
C2_D1,8,0.07305250068505605,99.00000000000001,86.5,236148.16878844253,1e-05,,,,206448.0,204938.0,5856.217900000047,0.0,14.641699992353097,108.06319999392144,41.51265000109561,,46.00649999338202,0.0,28.122100018663332,1.2552000116556883,210.22404998075217,29.37730003031902,9654.281499999342,,,63.71565075200052,0.9148950655162336,0.19177501459792257,1.106670080114156,7.7432138559743775,3558.4622499882244
C2_D2,8,0.07901521474123002,98.75,86.0,236148.16878844253,1e-05,,,,206449.0,204938.0,5464.566899987403,0.0,12.196800002129748,186.25659999088384,41.51265000109561,,44.67070000828244,0.0,2.441099990392104,0.8908999734558165,284.63675000239164,3.3319999638479203,9655.634399998235,,,59.45448787186295,1.2387391360104083,0.021751295763999225,1.2604904317744074,8.493142880097032,3903.0987500445917
Cluster_1,8,,,,,,,,,616341.0,617835.0,,0.0,18.631700018886477,108.96010001306422,51.11554999893997,101.15329999825917,48.48679999122396,0.0,10.438900033477694,0.6647999980486929,227.19415002211463,11.103700031526387,,181.23519999790005,,0.0,0.988748940896243,0.07248495380580425,1.0612338947020472,0.0,0.0
Cluster_2,8,,,,,,,,,616342.0,617835.0,,0.0,15.051199996378273,108.00149998976849,51.11554999893997,83.02530000219122,44.86619998351671,0.0,8.768599975155666,12.256100017111748,219.03444996860344,21.024699992267415,,149.92850000271574,,0.0,0.9532379262633622,0.13724924154952167,1.090487167812884,0.0,0.0
Server,8,,,,,,90.29,2.0,0.7530099218506608,409876.0,412931.0,,0.0,,,,102.23109999787994,,0.0,3.415000013774261,0.454399996669963,0.0,3.869400010444224,,,2155.393599998206,0.0,0.0,0.025259443268179898,0.025259443268179898,4.681716659173369,2151.5241999877617
C1_D1,9,0.0672342629979054,98.625,86.5,265665.3374147123,1e-05,,,,206448.0,204938.0,5873.1589000090025,0.0,12.203799997223541,110.72219998459332,42.96550000435673,,42.59620001539588,0.0,1.3351999805308878,0.14450002345256507,208.48770000156946,1.479700003983453,9466.642900020815,,,63.899968832097954,0.9073384704068305,0.00965948162600398,0.9169979520328344,7.362532121613623,3383.51660000626
C1_D2,9,0.06148276329040527,98.99999999999999,88.0,265665.3374147123,1e-05,,,,206449.0,204938.0,5140.907599998172,0.0,12.711399991530925,110.4975999915041,42.96550000435673,,46.124499989673495,0.0,1.7800999921746552,0.8445999992545694,212.29899997706525,2.6246999914292246,9465.327100013383,,,55.933074687980124,0.923925247900188,0.017134041544049978,0.941059289444238,8.942262860901653,4109.495800046716
C2_D1,9,0.06988412961363792,98.91666666666667,86.5,265665.3374147123,1e-05,,,,206449.0,204938.0,5541.905499994755,0.0,14.84849999542348,114.16110000573099,52.30570001003798,,40.05630000028759,0.0,34.285200003068894,0.12240000069141388,221.37160001148004,34.40760000376031,9468.55299998424,,,60.29593183994294,0.9634092032499613,0.22461281282454731,1.1880220160745085,7.987809420743958,3670.868299974245
C2_D2,9,0.07597117808957894,98.875,85.5,265665.3374147123,1e-05,,,,206448.0,204938.0,5917.859200009843,0.0,18.967799987876788,111.86090001137927,52.30570001003798,,42.72850000415929,0.0,1.1777000036090612,1.9529999990481883,225.86290001345333,3.1307000026572496,9466.007999988506,,,64.3863080961071,0.982955340858549,0.020437209617346526,1.0033925504758956,7.222481715118513,3319.1551999625517
Cluster_1,9,,,,,,,,,616341.0,617835.0,,0.0,12.525300000561401,113.21060001500882,43.789550007204525,85.93100000871345,42.14470001170412,0.0,5.593700014287606,0.7313999813050032,211.67015003447887,6.325099995592609,,149.50989998760633,,0.0,0.9211884929500521,0.04129025277122855,0.9624787457212807,0.0,0.0
Cluster_2,9,,,,,,,,,616341.0,617835.0,,0.0,15.812400000868365,112.0742000057362,43.789550007204525,104.61140002007596,42.113700008485466,0.0,45.100599993020296,17.830800003139302,213.78985002229456,62.9313999961596,,207.2780000162311,,0.0,0.930413427297026,0.4108161791749299,1.341229606471956,0.0,0.0
Server,9,,,,,,90.34,2.0,0.7597200386076085,409876.0,412930.0,,0.0,,,,87.57910001440905,,0.0,3.130199998850003,21.971500013023615,0.0,25.101700011873618,,,2129.0049999952316,0.0,0.0,0.16386389767751097,0.16386389767751097,4.578093580763787,2103.903299983358
C1_D1,10,0.0642980919778347,98.83333333333333,86.5,295182.506040982,1e-05,,,,206448.0,204938.0,5666.6906000173185,0.0,15.070099994773045,139.29730001837015,45.446750009432435,,43.570100009674206,0.0,1.707999996142462,0.18339999951422215,243.38425003224984,1.891399995656684,9894.771999999648,,,61.65359372818843,1.0592082561403513,0.012347059171646833,1.071555315311998,8.666585311900825,3982.805749954423
C1_D2,10,0.05854924112558365,98.95833333333334,87.5,295182.506040982,1e-05,,,,206448.0,204938.0,5560.38810001337,0.0,11.77589999861084,108.97619999013841,45.446750009432435,,43.188200012082234,0.0,2.362400002311915,0.4954000178258866,209.38705001026392,2.8578000201378018,9894.02410000912,,,60.49702252814547,0.9112524416446687,0.01865571853145957,0.9299081601761282,8.968147142324597,4121.391149965348
C2_D1,10,0.06586587314804394,98.91666666666667,87.0,295182.506040982,1e-05,,,,206449.0,204938.0,6019.627800007584,0.0,12.059899978339672,114.54930002219044,47.82899998826906,,47.419500013347715,0.0,1.4297000016085804,1.2614000006578863,221.85770000214688,2.6911000022664666,9892.408600018825,,,65.49355046408252,0.9655247104093434,0.017567500814795495,0.9830922112241389,7.938552832014859,3648.2320000068285
C2_D2,10,0.07260016731917858,98.95833333333334,86.0,295182.506040982,1e-05,,,,206448.0,204938.0,5440.769500011811,0.0,14.756599994143471,116.90310001722537,47.82899998826906,,41.4050999970641,0.0,2.1618000173475593,0.4267000185791403,220.893799996702,2.5885000359266996,9893.932500010123,,,59.19557216012851,0.9613298175856472,0.016897728234529494,0.9782275458201767,9.203785203125328,4229.680699965684
Cluster_1,10,,,,,,,,,616342.0,617834.0,,0.0,12.396400008583441,126.91130000166595,42.8521499998169,90.89350001886487,44.29099999833852,0.0,6.660699960775673,15.384500002255663,226.4508500084048,22.045199963031337,,155.9760000091046,,0.0,0.9855140992365778,0.14391106535866857,1.1294251645952464,0.0,0.0
Cluster_2,10,,,,,,,,,616341.0,617835.0,,0.0,11.736899992683902,130.3308000206016,42.8521499998169,95.65799997653812,46.85419998713769,0.0,8.875300001818687,0.8283999923150986,231.7740500002401,9.703699994133785,,162.04049999942072,,0.0,1.008680665601045,0.06334575356170535,1.0720264191627504,0.0,0.0
Server,10,,,,,,90.58,2.0,0.6915762280893193,409876.0,412931.0,,0.0,,,,85.7042999996338,,0.0,19.489600032102317,0.5499000253621489,0.0,20.039500057464465,,,2338.2929999788757,0.0,0.0,0.13081785637512802,0.13081785637512802,5.044519615828991,2318.2534999214113
C1_D1,11,0.06188696697354318,98.75000000000001,86.5,324699.6746672518,1e-05,,,,206449.0,204938.0,5347.083100001328,0.0,15.977100003510714,110.80419999780133,46.69674999604467,,46.53530000359751,0.0,1.7599999846424907,0.11379999341443181,220.01335000095423,1.8737999780569226,9682.12210002821,,,58.17626412801445,0.957498099204153,0.01223216625675559,0.9697302654609086,8.950218425704167,4113.1518500478705
C1_D2,11,0.05794820082684358,99.125,88.5,324699.6746672518,1e-05,,,,206449.0,204938.0,5436.714499985101,0.0,13.87669998803176,125.13960001524538,46.69674999604467,,46.256600006017834,0.0,1.1116999958176166,1.1480000102892518,231.96965000533964,2.2597000061068684,9712.467700010166,,,59.151453759837906,1.0095319168232382,0.01475132163986564,1.0242832384631038,8.794355897629634,4041.5238500136184
C2_D1,11,0.0632899774114291,99.04166666666666,86.5,324699.6746672518,1e-05,,,,206449.0,204938.0,5888.803400011966,0.0,11.904400016646832,108.2178000069689,40.58179999992717,,52.54479998257011,0.0,26.233000011416152,0.97339999047108,213.24880000611302,27.206400001887232,9691.866900015157,,,64.0701809921302,0.9280587776266039,0.17760337921231986,1.1056621568389238,7.752235660789536,3562.6082999951905
C2_D2,11,0.0711513419697682,98.58333333333333,86.0,324699.6746672518,1e-05,,,,206448.0,204938.0,5633.467599982396,0.0,14.6975000097882,114.33059998671524,40.58179999992717,,41.59259999869391,0.0,2.0419999782461673,0.4234999942127615,211.20249999512453,2.465499972458929,9684.022599976743,,,61.29212748780847,0.919153279978782,0.016094783820211886,0.935248063798994,8.349066112058237,3836.8870000267634
Cluster_1,11,,,,,,,,,616341.0,617836.0,,0.0,19.98810001532547,120.85390000720508,42.980400001397356,93.39349999208935,40.789200022118166,0.0,23.036900005536154,0.8734000148251653,224.61160004604608,23.91030002036132,,180.65319999004714,,0.0,0.9775096834003927,0.1560864385329187,1.1335961219333113,0.0,0.0
Cluster_2,11,,,,,,,,,616341.0,617835.0,,0.0,18.980499997269362,116.2383999908343,42.980400001397356,81.16359999985434,46.12199999974109,0.0,6.734900031005964,10.915499966358766,224.3212999892421,17.65039999736473,,152.90590000222437,,0.0,0.9762462975531817,0.11522181118279697,1.0914681087359788,0.0,0.0
Server,11,,,,,,90.7,2.0,0.663917032149558,409876.0,412930.0,,0.0,,,,85.96080000279471,,0.0,3.4101999772246927,14.044400013517588,0.0,17.45459999074228,,,2242.1078000043053,0.0,0.0,0.11394362873956562,0.11394362873956562,4.840845363229513,2224.653200013563
C1_D1,12,0.06206446415434281,98.75,86.5,354216.8432935216,1e-05,,,,412893.0,411381.0,5232.989600015571,0.0,12.252200016519055,116.91630000132136,45.89724999095779,,44.571799982804805,0.0,3.909100021701306,0.7761000015307218,219.637549991603,4.685200023232028,11163.249000004726,,,56.934926848169425,0.9558626175634564,0.030584985751658682,0.986447603315115,12.416118150344118,5705.936649974319
C1_D2,12,0.0568749561905861,99.20833333333334,89.0,354216.8432935216,1e-05,,,,412892.0,411382.0,5218.021399981808,0.0,13.143999996827915,126.59200001507998,45.89724999095779,,42.54860000219196,0.0,24.43779999157414,1.5167999954428524,228.18185000505764,25.95459998701699,11130.070699990029,,,56.77207283180208,0.993047411222011,0.16943162871524692,1.162479039937258,12.311618361635134,5657.912850016146
C2_D1,12,0.061453630228837326,99.08333333333333,87.0,354216.8432935216,1e-05,,,,206448.0,204938.0,5650.271400023485,0.0,34.851100004743785,169.0247999795247,46.63974999857601,,63.146800006506965,0.0,0.7650000043213367,1.2537000002339482,313.66244998935144,2.018700004555285,11154.286900011357,,,61.47495283225552,1.3650589823536574,0.013178073629736902,1.3782370559833943,11.289815545586869,5188.334349993966
C2_D2,12,0.0694289629906416,98.87499999999999,86.0,354216.8432935216,1e-05,,,,206448.0,204938.0,5656.3537000038195,0.0,31.861199997365475,157.5297999952454,46.63974999857601,,80.576199979987,0.0,62.39599999389611,1.1894000053871423,316.6069499711739,63.585399999283254,11158.959799999138,,,61.54112825604157,1.3778734462745488,0.4150854911953211,1.7929589374698698,11.146372320054098,5122.413750024862
Cluster_1,12,,,,,,,,,616342.0,617836.0,,0.0,18.15539997187443,159.78159999940544,45.253949996549636,91.79449998191558,51.293900003656745,0.0,8.59030001447536,20.763600012287498,274.48484997148626,29.353900026762858,,168.65790000883862,,0.0,1.1945580670759082,0.19162225937470795,1.386180326450616,0.0,0.0
Cluster_2,12,,,,,,,,,616341.0,617834.0,,0.0,30.406400008359924,136.3013000227511,45.253949996549636,93.27949999715202,44.14990000077523,0.0,10.308099968824536,62.043100013397634,256.1115500284359,72.35119998222217,,175.22760000429116,,0.0,1.114597465723753,0.47230863348394636,1.5869060992076993,0.0,0.0
Server,12,,,,,,90.75999999999999,2.0,0.5140146611400318,409876.0,412931.0,,0.0,,,,90.50789999309927,,0.0,6.168699997942895,0.517400010721758,0.0,6.686100008664653,,,2463.9460999751464,0.0,0.0,0.04364686085656285,0.04364686085656285,5.346997759927064,2457.2599999664817
C1_D1,13,0.060918133631348605,98.70833333333331,86.0,383734.01191979134,1e-05,,,,412891.0,411381.0,5578.150599991204,0.0,14.00419999845326,122.14419999509118,41.005800012499094,,44.41729999962263,0.0,3.7425000045914203,0.6070999952498823,221.57150000566617,4.349599999841303,11071.428499999456,,,60.69027852790431,0.9642791680246593,0.028394188798964028,0.9926733568236233,11.461768396805972,5267.356800002744
C1_D2,13,0.050394862269361816,99.20833333333334,88.5,383734.01191979134,1e-05,,,,412892.0,411381.0,5269.148399995174,0.0,18.664400005945936,202.91600000928156,41.005800012499094,,45.59210001025349,0.0,5.638900009216741,1.4742000203114003,308.1783000379801,7.113100029528141,11073.990600008983,,,57.3283345919475,1.3411919617652892,0.046434316992759704,1.387626278758049,11.94526254068315,5489.550799946301
C2_D1,13,0.05824761708577473,99.04166666666666,85.5,383734.01191979134,1e-05,,,,206448.0,204938.0,5714.057000004686,0.0,14.689100004034117,156.84489998966455,44.488699990324676,,105.33859999850392,0.0,23.12019999953918,1.5211999998427927,321.36129998252727,24.641399999381974,11081.929300009506,,,62.168940160050994,1.3985643775239587,0.16085905919596552,1.5594234367199242,10.927588249649853,5021.86960002291
C2_D2,13,0.06682896539568901,98.70833333333331,85.0,383734.01191979134,1e-05,,,,206448.0,204938.0,5385.158600023715,0.0,14.48849998996593,127.37729999935254,44.488699990324676,,40.8156999910716,0.0,1.8857000104617327,1.2482999882195145,227.17019997071475,3.1339999986812472,11079.850800015265,,,58.59052556825802,0.9886447102725507,0.02045875199139118,1.0091034622639419,11.890508288048208,5464.388000022154
Cluster_1,13,,,,,,,,,616342.0,617835.0,,0.0,19.371200003661215,128.25149999116547,47.50564999994822,82.01160002499819,44.00219998206012,0.0,6.003999995300546,21.011399978306144,239.13054997683503,27.01539997360669,,153.50990000297315,,0.0,1.040696153499186,0.1763565310277045,1.2170526845268905,0.0,0.0
Cluster_2,13,,,,,,,,,616341.0,617834.0,,0.0,12.367699993774295,113.98439999902621,47.50564999994822,88.97739998064935,43.2788000034634,0.0,43.077100010123104,6.761700002243742,217.13654999621212,49.838800012366846,,186.41020002542064,,0.0,0.9449782655835153,0.32534768648073076,1.270325952064246,0.0,0.0
Server,13,,,,,,90.89,2.0,0.5234549703089428,409876.0,412931.0,,0.0,,,,95.01129999989644,,0.0,3.7936000153422356,19.483399984892458,0.0,23.277000000234693,,,2131.0441000096034,0.0,0.0,0.1519522560015321,0.1519522560015321,4.586501209620386,2107.7671000093687
C1_D1,14,0.05632628757506609,98.75000000000001,88.0,413251.18054606114,1e-05,,,,412893.0,411382.0,5407.202600006713,0.0,25.252099992940202,109.52640001778491,48.691550007788464,,68.78959998721257,0.0,27.59949999745004,0.8353000157512724,252.25965000572614,28.43480001320131,11438.35919999401,,,58.83036428807304,1.0978339968249202,0.18562237448617816,1.2834563713110985,12.513005638331174,5750.462149968371
C1_D2,14,0.05262060193965832,99.20833333333334,88.0,413251.18054606114,1e-05,,,,412892.0,411382.0,5507.643199991435,0.0,19.41060001263395,153.6478000052739,48.691550007788464,,57.276800012914464,0.0,2.7959999861195683,0.9987000084947795,279.02675003861077,3.794699994614348,11438.876300002448,,,59.92315801590682,1.214324416168034,0.024771801564842467,1.2390962177328764,12.290943750351667,5648.411649977788
C2_D1,14,0.05763799170653025,98.875,86.5,413251.18054606114,1e-05,,,,206448.0,204938.0,5836.550100008026,0.0,12.181999976746738,106.9085999915842,43.480050007929094,,45.02439999487251,0.0,1.1817000049632043,2.0212999952491373,207.59504997113254,3.2030000002123415,11432.197899994208,,,63.50166508808733,0.9034536574743689,0.020909184001386166,0.9243628414757551,11.717433056032284,5384.849750014837
C2_D2,14,0.0660234059393406,98.83333333333333,86.0,413251.18054606114,1e-05,,,,206449.0,204938.0,5542.041700013215,0.0,15.582499996526167,171.10659999889322,43.480050007929094,,43.33840002072975,0.0,1.806499989470467,0.7741000154055655,273.5075500240782,2.5806000048760325,11434.749300009571,,,60.297413696143785,1.1903048577047886,0.01684615683183074,1.2071510145366193,12.221763923129068,5616.619449967402
Cluster_1,14,,,,,,,,,616342.0,617835.0,,0.0,13.447699981043115,131.3089999894146,49.10089999611955,97.38310001557693,45.182100002421066,0.0,10.811699990881607,25.417500000912696,239.03969996899832,36.2291999917943,,163.30549999838695,,0.0,1.0403007742650807,0.23650421754643325,1.276804991811514,0.0,0.0
Cluster_2,14,,,,,,,,,616341.0,617835.0,,0.0,13.218200008850545,117.38640000112355,49.10089999611955,86.96010001585819,40.333100012503564,0.0,39.72780003095977,2.6107999437954277,220.0386000185972,42.3385999747552,,177.64000000897795,,0.0,0.9576079872809352,0.27638638063520193,1.2339943679161371,0.0,0.0
Server,14,,,,,,90.85,2.0,0.48999898594736313,409876.0,412931.0,,0.0,,,,98.2017999922391,,0.0,32.81330002937466,16.119600011734292,0.0,48.93290004110895,,,2489.065700006904,0.0,0.0,0.3194339714683592,0.3194339714683592,5.30972897272557,2440.132799965795
C1_D1,15,0.058007320463657384,98.875,88.5,442768.34917233087,1e-05,,,,412892.0,411381.0,5594.1634999762755,0.0,13.345399987883866,119.27500000456348,46.20105000503827,,42.03909999341704,0.0,3.4530000120867044,0.4634000069927424,220.86054999090265,3.916400019079447,11097.995900025126,,,60.86449887974189,0.9611851135604085,0.025566259324550634,0.9867513728849591,11.487224659284577,5279.055450038868
C1_D2,15,0.04747012243916591,99.25,89.5,442768.34917233087,1e-05,,,,412892.0,411382.0,5339.50490001007,0.0,13.901099999202415,123.17649999749847,46.20105000503827,,50.54019999806769,0.0,4.253199993399903,0.761799979954958,233.81884999980684,5.014999973354861,11095.62820001156,,,58.09381331210957,1.0175796351991595,0.03273791982606054,1.05031755502522,12.005621843261645,5517.289450028329
