VEHICLE TRAINING UPDATES
+-------+---------+------------+----------------+
| Round | Vehicle | Train Loss | Train Accuracy |
|   25  |  C2_D19 |   0.4076   |     81.9%      |
|   25  |  C2_D11 |   0.4015   |     81.62%     |
|   26  |  C1_D1  |   0.392    |     82.34%     |
|   26  |  C2_D2  |   0.4083   |     81.52%     |
|   26  |  C1_D18 |   0.3945   |     81.9%      |
|   26  |  C2_D5  |   0.4009   |     82.6%      |
|   26  |  C2_D14 |   0.4129   |     80.72%     |
|   26  |  C2_D4  |   0.406    |     81.24%     |
|   26  |  C1_D3  |   0.3732   |     84.35%     |
|   26  |  C1_D9  |   0.4037   |     81.76%     |
|   26  |  C1_D8  |   0.4033   |     81.74%     |
|   26  |  C2_D7  |   0.405    |     81.78%     |
|   26  |  C1_D5  |   0.3968   |     82.39%     |
|   26  |  C2_D8  |   0.4092   |     81.62%     |
|   26  |  C1_D11 |   0.3996   |     81.96%     |
|   26  |  C2_D10 |   0.3754   |     84.07%     |
|   26  |  C1_D7  |   0.3874   |     82.85%     |
|   26  |  C2_D9  |   0.3897   |     82.65%     |
|   26  |  C2_D1  |   0.3923   |     81.78%     |
|   26  |  C1_D12 |   0.3985   |     82.11%     |
|   26  |  C2_D18 |   0.3974   |     81.47%     |
|   26  |  C2_D11 |   0.4016   |     81.16%     |
|   26  |  C2_D12 |   0.3967   |     82.0%      |
|   26  |  C2_D6  |   0.3983   |     82.33%     |
|   26  |  C2_D13 |   0.3939   |     83.25%     |
|   26  |  C1_D13 |   0.3851   |     82.65%     |
|   26  |  C2_D17 |   0.4004   |     82.36%     |
|   26  |  C1_D6  |   0.3955   |     82.46%     |
|   26  |  C2_D16 |   0.3926   |     81.89%     |
|   26  |  C2_D20 |   0.4074   |     81.08%     |
|   26  |  C1_D15 |   0.4016   |     81.73%     |
|   26  |  C1_D14 |   0.4045   |     81.4%      |
|   26  |  C2_D19 |   0.4087   |     81.82%     |
|   26  |  C1_D19 |   0.3996   |     82.34%     |
|   26  |  C1_D20 |   0.4053   |     81.14%     |
|   26  |  C1_D16 |   0.4198   |     81.08%     |
|   26  |  C2_D3  |   0.3909   |     83.29%     |
|   26  |  C1_D10 |   0.4196   |     81.16%     |
|   26  |  C1_D17 |   0.3919   |     82.99%     |
|   26  |  C1_D2  |   0.401    |     81.98%     |
|   26  |  C1_D4  |   0.4059   |     81.9%      |
|   19  |  C2_D15 |   0.411    |     81.33%     |
|   27  |  C1_D17 |   0.3905   |     82.88%     |
|   27  |  C2_D6  |   0.3971   |     82.53%     |
|   27  |  C1_D3  |   0.3762   |     84.27%     |
|   27  |  C2_D4  |   0.4068   |     81.17%     |
|   27  |  C1_D6  |   0.3958   |     82.49%     |
|   27  |  C1_D1  |   0.3943   |     82.33%     |
|   27  |  C2_D1  |   0.3909   |     81.74%     |
|   27  |  C2_D5  |    0.4     |     82.38%     |
|   27  |  C1_D5  |   0.3972   |     82.31%     |
|   27  |  C1_D7  |   0.3864   |     82.87%     |
|   27  |  C2_D3  |   0.391    |     83.37%     |
|   27  |  C1_D2  |   0.4012   |     82.04%     |
|   27  |  C2_D2  |   0.4077   |     81.52%     |
|   27  |  C1_D4  |   0.4051   |     81.7%      |
|   27  |  C2_D9  |   0.3888   |     82.65%     |
|   27  |  C2_D7  |   0.4038   |     81.93%     |
|   27  |  C1_D10 |   0.4191   |     81.03%     |
|   27  |  C2_D10 |   0.3754   |     84.16%     |
|   27  |  C2_D8  |   0.4097   |     81.54%     |
|   27  |  C1_D12 |   0.3982   |     82.2%      |
|   27  |  C1_D11 |   0.3992   |     81.36%     |
|   27  |  C2_D13 |   0.3903   |     83.36%     |
|   27  |  C1_D9  |   0.4039   |     81.71%     |
|   27  |  C2_D11 |    0.4     |     81.74%     |
|   27  |  C1_D8  |   0.4031   |     81.82%     |
|   27  |  C2_D16 |   0.3897   |     82.17%     |
|   27  |  C2_D14 |   0.4127   |     80.7%      |
|   27  |  C1_D15 |   0.3991   |     81.62%     |
|   27  |  C1_D13 |   0.3859   |     82.49%     |
|   27  |  C1_D14 |   0.4026   |     81.55%     |
|   27  |  C2_D12 |   0.3952   |     81.79%     |
|   27  |  C2_D19 |   0.4062   |     82.09%     |
|   27  |  C1_D16 |   0.4195   |     81.32%     |
|   27  |  C1_D18 |   0.3932   |     81.84%     |
|   27  |  C1_D20 |   0.4041   |     81.66%     |
|   27  |  C1_D19 |   0.3997   |     82.38%     |
|   27  |  C2_D17 |   0.4017   |     82.03%     |
|   27  |  C2_D18 |   0.3955   |     81.92%     |
|   27  |  C2_D20 |   0.4055   |     81.4%      |
|   20  |  C2_D15 |   0.4091   |     81.66%     |
|   28  |  C1_D5  |   0.3942   |     82.49%     |
|   28  |  C2_D1  |   0.3904   |     81.89%     |
|   28  |  C1_D2  |   0.4007   |     81.98%     |
|   28  |  C1_D1  |   0.3921   |     82.55%     |
|   28  |  C1_D3  |   0.3734   |     84.13%     |
|   28  |  C2_D2  |   0.4064   |     81.82%     |
|   28  |  C2_D6  |   0.3983   |     82.42%     |
|   28  |  C2_D7  |   0.4029   |     81.85%     |
|   28  |  C2_D5  |   0.3984   |     82.65%     |
|   28  |  C2_D11 |   0.3996   |     81.3%      |
|   28  |  C1_D6  |   0.3959   |     82.65%     |
|   28  |  C1_D4  |   0.4002   |     81.84%     |
|   28  |  C2_D10 |   0.3736   |     84.12%     |
|   28  |  C2_D9  |   0.3884   |     82.69%     |
|   28  |  C2_D16 |   0.3892   |     81.9%      |
|   28  |  C2_D13 |    0.39    |     83.44%     |
|   28  |  C1_D7  |   0.3861   |     83.04%     |
|   28  |  C2_D18 |   0.3948   |     81.98%     |
|   28  |  C1_D9  |   0.4023   |     81.93%     |
|   28  |  C2_D14 |   0.412    |     80.65%     |
|   28  |  C2_D3  |   0.3904   |     83.58%     |
|   28  |  C1_D8  |   0.4048   |     81.7%      |
|   28  |  C1_D12 |   0.3959   |     82.36%     |
|   28  |  C2_D19 |   0.4069   |     81.82%     |
|   28  |  C1_D14 |   0.4025   |     81.62%     |
|   28  |  C2_D17 |   0.4011   |     81.96%     |
|   28  |  C1_D10 |   0.4169   |     80.98%     |
|   28  |  C2_D4  |   0.4065   |     81.32%     |
|   28  |  C1_D11 |   0.3991   |     81.73%     |
|   28  |  C1_D20 |   0.4048   |     81.21%     |
|   28  |  C2_D8  |   0.4075   |     81.55%     |
|   28  |  C1_D18 |   0.3931   |     82.11%     |
|   28  |  C1_D15 |   0.3992   |     81.49%     |
|   28  |  C2_D20 |   0.4044   |     81.6%      |
|   28  |  C1_D16 |   0.4179   |     81.05%     |
|   28  |  C2_D12 |   0.3931   |     82.01%     |
|   28  |  C1_D13 |   0.3842   |     82.58%     |
|   28  |  C1_D19 |   0.3979   |     82.53%     |
|   28  |  C1_D17 |   0.3896   |     83.15%     |
|   21  |  C2_D15 |   0.4091   |     81.7%      |
|   29  |  C1_D6  |   0.396    |     82.55%     |
|   29  |  C1_D17 |   0.3894   |     83.12%     |
|   29  |  C1_D5  |   0.3943   |     82.28%     |
|   29  |  C1_D3  |   0.3725   |     84.01%     |
|   29  |  C1_D1  |   0.3915   |     82.39%     |
|   29  |  C1_D8  |   0.4017   |     81.96%     |
|   29  |  C2_D1  |   0.389    |     81.92%     |
|   29  |  C1_D7  |   0.3852   |     83.04%     |
|   29  |  C2_D3  |   0.3899   |     83.17%     |
|   29  |  C1_D4  |   0.4024   |     81.92%     |
|   29  |  C2_D9  |   0.3871   |     82.68%     |
|   29  |  C2_D10 |   0.3734   |     84.27%     |
|   29  |  C2_D8  |   0.4062   |     81.65%     |
|   29  |  C2_D6  |   0.3966   |     82.15%     |
|   29  |  C1_D11 |   0.3983   |     81.81%     |
|   29  |  C2_D5  |   0.4003   |     82.22%     |
|   29  |  C2_D13 |   0.3896   |     83.33%     |
|   29  |  C1_D14 |   0.4024   |     81.47%     |
|   29  |  C2_D4  |   0.4048   |     81.33%     |
|   29  |  C2_D11 |   0.3983   |     81.66%     |
|   29  |  C1_D9  |   0.4012   |     81.71%     |
|   29  |  C1_D2  |   0.399    |     81.82%     |
|   29  |  C1_D16 |   0.4163   |     81.21%     |
|   29  |  C1_D13 |   0.3845   |     82.8%      |
|   29  |  C2_D2  |   0.4067   |     81.43%     |
|   29  |  C2_D14 |   0.4091   |     80.79%     |
|   29  |  C2_D12 |   0.3932   |     82.0%      |
|   29  |  C2_D7  |   0.4023   |     81.9%      |
|   29  |  C1_D18 |   0.3917   |     82.25%     |
|   29  |  C1_D20 |   0.4023   |     81.19%     |
|   29  |  C2_D18 |   0.3945   |     81.84%     |
|   29  |  C2_D20 |   0.4038   |     81.59%     |
|   29  |  C1_D10 |   0.4179   |     81.08%     |
|   29  |  C2_D17 |   0.4002   |     81.93%     |
|   29  |  C2_D19 |   0.4034   |     81.98%     |
|   29  |  C1_D15 |   0.399    |     81.59%     |
|   29  |  C2_D16 |    0.39    |     82.04%     |
|   29  |  C1_D12 |   0.3964   |     82.34%     |
|   29  |  C1_D19 |   0.3976   |     82.58%     |
|   22  |  C2_D15 |   0.4087   |     81.59%     |
|   30  |  C1_D13 |   0.3815   |     82.8%      |
|   30  |  C2_D13 |   0.3891   |     83.52%     |
|   30  |  C2_D1  |   0.3881   |     82.19%     |
|   30  |  C1_D2  |   0.3984   |     82.12%     |
|   30  |  C1_D6  |   0.3938   |     82.5%      |
|   30  |  C1_D5  |   0.3942   |     82.44%     |
|   30  |  C1_D3  |   0.3718   |     84.26%     |
|   30  |  C2_D3  |   0.3879   |     83.31%     |
|   30  |  C1_D1  |   0.3912   |     82.23%     |
|   30  |  C2_D2  |   0.404    |     81.92%     |
|   30  |  C1_D8  |    0.4     |     81.89%     |
|   30  |  C2_D7  |   0.4006   |     81.95%     |
|   30  |  C1_D4  |   0.4014   |     81.98%     |
|   30  |  C2_D9  |   0.387    |     82.66%     |
|   30  |  C2_D5  |   0.3964   |     82.17%     |
|   30  |  C2_D10 |   0.3736   |     84.04%     |
|   30  |  C2_D4  |   0.4032   |     81.24%     |
|   30  |  C1_D9  |   0.4019   |     81.68%     |
|   30  |  C1_D11 |   0.3974   |     81.9%      |
|   30  |  C1_D7  |   0.3839   |     83.26%     |
|   30  |  C2_D8  |   0.4072   |     81.59%     |
|   30  |  C2_D6  |   0.396    |     82.39%     |
|   30  |  C1_D12 |   0.3964   |     82.31%     |
|   30  |  C1_D10 |   0.4167   |     81.02%     |
|   30  |  C2_D11 |   0.397    |     81.84%     |
|   30  |  C2_D14 |   0.4087   |     80.79%     |
|   30  |  C2_D16 |   0.3885   |     82.01%     |
|   30  |  C1_D14 |   0.401    |     81.47%     |
|   30  |  C1_D16 |   0.4158   |     80.94%     |
|   30  |  C1_D18 |   0.3912   |     82.2%      |
|   30  |  C1_D17 |   0.387    |     83.14%     |
|   30  |  C2_D19 |   0.4045   |     81.9%      |
|   30  |  C2_D17 |    0.4     |     82.15%     |
|   30  |  C1_D20 |   0.4014   |     81.46%     |
|   30  |  C2_D18 |   0.395    |     81.85%     |
|   30  |  C2_D20 |   0.404    |     81.59%     |
|   30  |  C1_D19 |   0.3975   |     82.53%     |
|   30  |  C1_D15 |   0.3979   |     81.79%     |
|   30  |  C2_D12 |   0.3926   |     81.79%     |
+-------+---------+------------+----------------+

GLOBAL PROXY MODEL EVALUATION
+-------+----------------------------+
| Round | Global Proxy Test Accuracy |
+-------+----------------------------+
|   1   |           60.0%            |
|   2   |           60.0%            |
|   3   |           60.6%            |
|   4   |           61.4%            |
|   5   |           61.8%            |
|   6   |           62.2%            |
|   7   |           66.4%            |
|   8   |           68.2%            |
|   9   |           68.8%            |
|   10  |           68.8%            |
|   11  |           68.8%            |
|   12  |           68.8%            |
|   13  |           68.8%            |
|   14  |           69.0%            |
|   15  |           69.0%            |
|   16  |           69.2%            |
|   17  |           69.4%            |
|   18  |           69.6%            |
|   19  |           70.0%            |
|   20  |           70.4%            |
|   21  |           70.6%            |
|   22  |           70.8%            |
|   23  |           71.0%            |
|   24  |           71.2%            |
|   25  |           71.2%            |
|   26  |           71.4%            |
|   27  |           71.4%            |
|   28  |           71.4%            |
|   29  |           71.4%            |
|   30  |           71.4%            |
+-------+----------------------------+

CLUSTER AGGREGATION DIVERGENCE
+-------+-----------+---------------+
| Round |  Cluster  | JS Divergence |
+-------+-----------+---------------+
|   1   | Cluster_1 |     0.0334    |
|   1   | Cluster_2 |     0.0351    |
|   2   | Cluster_1 |     0.0126    |
|   3   | Cluster_1 |     0.0058    |
|   3   | Cluster_2 |     0.0058    |
|   4   | Cluster_1 |     0.0033    |
|   4   | Cluster_2 |     0.003     |
|   5   | Cluster_1 |     0.002     |
|   5   | Cluster_2 |     0.0019    |
|   6   | Cluster_1 |     0.0016    |
|   6   | Cluster_2 |     0.001     |
|   7   | Cluster_1 |     0.0008    |
|   7   | Cluster_2 |     0.0009    |
|   8   | Cluster_1 |     0.0008    |
|   8   | Cluster_2 |     0.0006    |
|   9   | Cluster_1 |     0.0005    |
|   9   | Cluster_2 |     0.0007    |
|   10  | Cluster_1 |     0.0003    |
|   10  | Cluster_2 |     0.0005    |
|   11  | Cluster_1 |     0.0003    |
|   11  | Cluster_2 |     0.0004    |
|   12  | Cluster_1 |     0.0002    |
|   12  | Cluster_2 |     0.0002    |
|   13  | Cluster_1 |     0.0003    |
|   13  | Cluster_2 |     0.0002    |
|   14  | Cluster_1 |     0.0001    |
|   14  | Cluster_2 |     0.0001    |
|   15  | Cluster_1 |     0.0001    |
|   15  | Cluster_2 |     0.0001    |
|   16  | Cluster_1 |     0.0002    |
|   16  | Cluster_2 |     0.0001    |
|   17  | Cluster_1 |     0.0001    |
|   17  | Cluster_2 |     0.0001    |
|   18  | Cluster_1 |     0.0001    |
|   18  | Cluster_2 |     0.0001    |
|   19  | Cluster_1 |     0.0001    |
|   19  | Cluster_2 |     0.0001    |
|   20  | Cluster_1 |     0.0002    |
|   20  | Cluster_2 |     0.0001    |
|   21  | Cluster_1 |     0.0001    |
|   21  | Cluster_2 |     0.0001    |
|   22  | Cluster_1 |      0.0      |
|   22  | Cluster_2 |     0.0001    |
|   23  | Cluster_1 |     0.0001    |
|   23  | Cluster_2 |     0.0001    |
|   24  | Cluster_1 |     0.0001    |
|   25  | Cluster_1 |     0.0001    |
|   25  | Cluster_2 |     0.0001    |
|   26  | Cluster_1 |      0.0      |
|   26  | Cluster_2 |      0.0      |
|   27  | Cluster_1 |      0.0      |
|   27  | Cluster_2 |      0.0      |
|   28  | Cluster_1 |      0.0      |
|   28  | Cluster_2 |     0.0001    |
|   29  | Cluster_1 |      0.0      |
|   29  | Cluster_2 |      0.0      |
|   30  | Cluster_1 |      0.0      |
|   30  | Cluster_2 |      0.0      |
+-------+-----------+---------------+

PRIVATE MODEL TEST ACCURACY
+-------+---------+-----------------------+
| Round | Vehicle | Private Test Accuracy |
+-------+---------+-----------------------+
|   1   |  C1_D1  |         76.62%        |
|   1   |  C1_D19 |         77.57%        |
|   1   |  C2_D8  |         71.86%        |
|   1   |  C1_D3  |         80.23%        |
|   1   |  C1_D2  |         80.61%        |
|   1   |  C1_D4  |         77.0%         |
|   1   |  C1_D6  |         77.76%        |
|   1   |  C1_D5  |         77.0%         |
|   1   |  C1_D8  |         76.62%        |
|   1   |  C1_D9  |         80.99%        |
|   1   |  C1_D10 |         73.76%        |
|   1   |  C1_D11 |         80.42%        |
|   1   |  C1_D12 |         80.61%        |
|   1   |  C1_D13 |         76.43%        |
|   1   |  C1_D14 |         79.09%        |
|   1   |  C1_D15 |         80.42%        |
|   1   |  C1_D16 |         73.95%        |
|   1   |  C1_D18 |         79.09%        |
|   1   |  C1_D17 |         81.18%        |
|   1   |  C1_D20 |         76.24%        |
|   1   |  C2_D1  |         78.9%         |
|   1   |  C2_D2  |         71.67%        |
|   1   |  C2_D4  |         76.43%        |
|   1   |  C2_D5  |         69.96%        |
|   1   |  C2_D6  |         80.8%         |
|   1   |  C2_D7  |         77.76%        |
|   1   |  C2_D9  |         77.95%        |
|   1   |  C2_D10 |         77.95%        |
|   1   |  C2_D13 |         79.28%        |
|   1   |  C2_D11 |         75.29%        |
|   1   |  C2_D14 |         73.19%        |
|   1   |  C2_D16 |         80.42%        |
|   1   |  C2_D17 |         73.76%        |
|   1   |  C2_D15 |         75.48%        |
|   1   |  C2_D18 |         75.86%        |
|   1   |  C2_D19 |         73.76%        |
|   1   |  C1_D7  |         74.52%        |
|   1   |  C2_D20 |         75.48%        |
|   1   |  C2_D3  |         78.14%        |
|   1   |  C2_D12 |         79.47%        |
|   2   |  C1_D16 |         75.67%        |
|   2   |  C1_D20 |         79.47%        |
|   2   |  C1_D1  |         80.23%        |
|   2   |  C1_D2  |         79.85%        |
|   2   |  C1_D4  |         79.85%        |
|   2   |  C1_D3  |         80.04%        |
|   2   |  C1_D5  |         80.04%        |
|   2   |  C1_D9  |         81.18%        |
|   2   |  C1_D6  |         79.47%        |
|   2   |  C1_D7  |         81.56%        |
|   2   |  C1_D8  |         77.19%        |
|   2   |  C1_D10 |         76.62%        |
|   2   |  C1_D12 |         80.42%        |
|   2   |  C1_D11 |         79.47%        |
|   2   |  C1_D13 |         80.8%         |
|   2   |  C1_D19 |         80.23%        |
|   2   |  C1_D14 |         81.56%        |
|   2   |  C1_D15 |         79.09%        |
|   2   |  C1_D18 |         78.9%         |
|   2   |  C1_D17 |         81.37%        |
|   2   |  C2_D2  |         73.76%        |
|   2   |  C2_D5  |         75.86%        |
|   2   |  C2_D7  |         79.09%        |
|   2   |  C2_D6  |         83.08%        |
|   2   |  C2_D9  |         82.32%        |
|   2   |  C2_D11 |         77.19%        |
|   2   |  C2_D10 |         78.52%        |
|   2   |  C2_D13 |         80.61%        |
|   2   |  C2_D16 |         80.04%        |
|   2   |  C2_D15 |         79.85%        |
|   2   |  C2_D14 |         75.1%         |
|   2   |  C2_D17 |         76.43%        |
|   2   |  C2_D19 |         78.33%        |
|   2   |  C2_D18 |         79.28%        |
|   2   |  C2_D8  |         75.1%         |
|   2   |  C2_D1  |         80.23%        |
|   2   |  C2_D20 |         80.99%        |
|   2   |  C2_D4  |         77.95%        |
|   2   |  C2_D3  |         78.9%         |
|   2   |  C2_D12 |         79.47%        |
|   3   |  C1_D1  |         79.66%        |
|   3   |  C1_D2  |         81.56%        |
|   3   |  C1_D3  |         80.8%         |
|   3   |  C1_D5  |         79.09%        |
|   3   |  C2_D2  |         76.43%        |
|   3   |  C1_D4  |         81.18%        |
|   3   |  C1_D6  |         80.04%        |
|   3   |  C1_D9  |         81.56%        |
|   3   |  C2_D5  |         77.0%         |
|   3   |  C1_D8  |         77.95%        |
|   3   |  C2_D6  |         83.27%        |
|   3   |  C1_D7  |         82.7%         |
|   3   |  C1_D11 |         80.99%        |
|   3   |  C2_D10 |         78.9%         |
|   3   |  C1_D10 |         77.95%        |
|   3   |  C2_D7  |         78.52%        |
|   3   |  C1_D12 |         81.37%        |
|   3   |  C2_D9  |         82.13%        |
|   3   |  C1_D13 |         82.51%        |
|   3   |  C2_D11 |         79.47%        |
|   3   |  C1_D19 |         82.51%        |
|   3   |  C1_D15 |         81.56%        |
|   3   |  C1_D16 |         77.0%         |
|   3   |  C1_D18 |         79.28%        |
|   3   |  C1_D17 |         82.13%        |
|   3   |  C1_D14 |         81.75%        |
|   3   |  C2_D13 |         80.99%        |
|   3   |  C2_D16 |         80.61%        |
|   3   |  C1_D20 |         80.04%        |
|   3   |  C2_D15 |         78.9%         |
|   3   |  C2_D14 |         77.57%        |
|   3   |  C2_D17 |         78.14%        |
|   3   |  C2_D19 |         78.9%         |
|   3   |  C2_D18 |         80.61%        |
|   3   |  C2_D8  |         77.76%        |
|   3   |  C2_D1  |         80.61%        |
|   3   |  C2_D20 |         81.75%        |
|   3   |  C2_D4  |         78.71%        |
|   3   |  C2_D3  |         79.28%        |
|   3   |  C2_D12 |         80.42%        |
|   4   |  C2_D9  |         81.94%        |
|   4   |  C1_D2  |         82.13%        |
|   4   |  C1_D1  |         80.99%        |
|   4   |  C2_D5  |         77.95%        |
|   4   |  C2_D2  |         77.57%        |
|   4   |  C1_D3  |         80.42%        |
|   4   |  C1_D6  |         81.94%        |
|   4   |  C1_D5  |         80.04%        |
|   4   |  C1_D4  |         80.99%        |
|   4   |  C2_D7  |         78.9%         |
|   4   |  C1_D9  |         81.18%        |
|   4   |  C2_D6  |         84.03%        |
|   4   |  C2_D10 |         78.9%         |
|   4   |  C1_D8  |         78.33%        |
|   4   |  C1_D7  |         83.08%        |
|   4   |  C1_D11 |         80.8%         |
|   4   |  C2_D11 |         79.47%        |
|   4   |  C1_D12 |         81.37%        |
|   4   |  C1_D10 |         79.28%        |
|   4   |  C1_D13 |         83.27%        |
|   4   |  C1_D18 |         79.47%        |
|   4   |  C1_D17 |         83.46%        |
|   4   |  C1_D19 |         82.7%         |
|   4   |  C2_D13 |         81.18%        |
|   4   |  C2_D16 |         80.8%         |
|   4   |  C1_D16 |         77.76%        |
|   4   |  C1_D14 |         81.94%        |
|   4   |  C1_D20 |         79.66%        |
|   4   |  C2_D15 |         80.04%        |
|   4   |  C2_D14 |         77.95%        |
|   4   |  C2_D19 |         78.71%        |
|   4   |  C2_D17 |         78.14%        |
|   4   |  C2_D1  |         79.85%        |
|   4   |  C2_D18 |         80.99%        |
|   4   |  C2_D8  |         78.33%        |
|   4   |  C2_D4  |         78.52%        |
|   4   |  C2_D20 |         82.51%        |
|   4   |  C2_D3  |         79.66%        |
|   4   |  C1_D15 |         80.04%        |
|   4   |  C2_D12 |         80.42%        |
|   5   |  C1_D16 |         77.0%         |
|   5   |  C1_D1  |         80.8%         |
|   5   |  C1_D2  |         82.7%         |
|   5   |  C1_D3  |         80.23%        |
|   5   |  C2_D2  |         77.76%        |
|   5   |  C2_D6  |         84.22%        |
|   5   |  C1_D4  |         81.37%        |
|   5   |  C2_D5  |         78.71%        |
|   5   |  C1_D6  |         80.04%        |
|   5   |  C1_D5  |         79.66%        |
|   5   |  C2_D7  |         79.47%        |
|   5   |  C1_D9  |         80.8%         |
|   5   |  C1_D7  |         83.27%        |
|   5   |  C1_D8  |         78.33%        |
|   5   |  C2_D9  |         82.51%        |
|   5   |  C2_D10 |         79.28%        |
|   5   |  C1_D11 |         80.04%        |
|   5   |  C1_D12 |         81.37%        |
|   5   |  C2_D11 |         79.66%        |
|   5   |  C1_D10 |         79.47%        |
|   5   |  C1_D18 |         79.47%        |
|   5   |  C1_D17 |         83.84%        |
|   5   |  C2_D13 |         80.99%        |
|   5   |  C1_D13 |         83.84%        |
|   5   |  C2_D16 |         81.18%        |
|   5   |  C1_D19 |         82.32%        |
|   5   |  C1_D14 |         82.51%        |
|   5   |  C1_D20 |         80.99%        |
|   5   |  C2_D14 |         78.52%        |
|   5   |  C2_D19 |         79.09%        |
|   5   |  C2_D1  |         79.85%        |
|   5   |  C2_D17 |         78.9%         |
|   5   |  C2_D4  |         78.71%        |
|   5   |  C2_D18 |         80.04%        |
|   5   |  C2_D8  |         79.28%        |
|   5   |  C2_D3  |         79.85%        |
|   5   |  C2_D20 |         82.51%        |
|   5   |  C1_D15 |         81.56%        |
|   5   |  C2_D15 |         79.66%        |
|   5   |  C2_D12 |         80.8%         |
|   6   |  C2_D2  |         78.14%        |
|   6   |  C2_D19 |         80.23%        |
|   6   |  C1_D2  |         80.04%        |
|   6   |  C1_D3  |         79.66%        |
|   6   |  C1_D6  |         80.99%        |
|   6   |  C1_D1  |         81.37%        |
|   6   |  C1_D4  |         80.61%        |
|   6   |  C1_D7  |         83.65%        |
|   6   |  C2_D6  |         83.84%        |
|   6   |  C2_D5  |         78.71%        |
|   6   |  C1_D5  |         79.85%        |
|   6   |  C2_D7  |         78.52%        |
|   6   |  C2_D10 |         79.09%        |
|   6   |  C1_D12 |         80.99%        |
|   6   |  C2_D9  |         82.7%         |
|   6   |  C1_D11 |         80.61%        |
|   6   |  C1_D8  |         78.71%        |
|   6   |  C1_D18 |         79.47%        |
|   6   |  C2_D11 |         80.04%        |
|   6   |  C1_D16 |         77.95%        |
|   6   |  C2_D13 |         80.99%        |
|   6   |  C1_D17 |         84.22%        |
|   6   |  C1_D10 |         79.47%        |
|   6   |  C2_D16 |         80.61%        |
|   6   |  C1_D14 |         82.13%        |
|   6   |  C1_D13 |         83.46%        |
|   6   |  C2_D14 |         78.52%        |
|   6   |  C1_D20 |         81.18%        |
|   6   |  C1_D19 |         82.51%        |
|   6   |  C2_D1  |         80.04%        |
|   6   |  C2_D18 |         80.99%        |
|   6   |  C2_D4  |         79.28%        |
|   6   |  C2_D3  |         79.28%        |
|   6   |  C2_D8  |         79.09%        |
|   6   |  C2_D20 |         82.7%         |
|   6   |  C1_D9  |         81.37%        |
|   6   |  C1_D15 |         81.18%        |
|   6   |  C2_D17 |         79.66%        |
|   6   |  C2_D15 |         81.75%        |
|   6   |  C2_D12 |         81.18%        |
|   7   |  C2_D9  |         82.51%        |
|   7   |  C1_D14 |         82.7%         |
|   7   |  C2_D2  |         78.71%        |
|   7   |  C1_D2  |         81.37%        |
|   7   |  C1_D1  |         81.75%        |
|   7   |  C1_D9  |         81.75%        |
|   7   |  C1_D4  |         81.37%        |
|   7   |  C1_D6  |         80.8%         |
|   7   |  C1_D5  |         79.85%        |
|   7   |  C2_D5  |         78.33%        |
|   7   |  C2_D6  |         83.46%        |
|   7   |  C2_D10 |         79.47%        |
|   7   |  C1_D8  |         78.9%         |
|   7   |  C2_D7  |         78.9%         |
|   7   |  C1_D12 |         81.18%        |
|   7   |  C1_D18 |         79.66%        |
|   7   |  C1_D7  |         83.46%        |
|   7   |  C1_D11 |         81.56%        |
|   7   |  C2_D13 |         80.8%         |
|   7   |  C1_D17 |         83.65%        |
|   7   |  C2_D11 |         79.85%        |
|   7   |  C2_D16 |         80.23%        |
|   7   |  C1_D16 |         77.57%        |
|   7   |  C1_D10 |         79.47%        |
|   7   |  C1_D20 |         81.75%        |
|   7   |  C2_D1  |         79.85%        |
|   7   |  C1_D13 |         83.65%        |
|   7   |  C2_D18 |         80.99%        |
|   7   |  C1_D19 |         82.89%        |
|   7   |  C2_D3  |         79.47%        |
|   7   |  C2_D4  |         79.47%        |
|   7   |  C2_D8  |         79.47%        |
|   7   |  C1_D3  |         80.42%        |
|   7   |  C2_D20 |         82.7%         |
|   7   |  C2_D17 |         79.47%        |
|   7   |  C2_D19 |         80.42%        |
|   7   |  C2_D14 |         78.71%        |
|   7   |  C1_D15 |         81.56%        |
|   7   |  C2_D12 |         80.23%        |
|   8   |  C2_D13 |         80.8%         |
|   7   |  C2_D15 |         81.37%        |
|   8   |  C1_D2  |         82.51%        |
|   8   |  C2_D2  |         78.71%        |
|   8   |  C1_D1  |         81.94%        |
|   8   |  C1_D5  |         80.23%        |
|   8   |  C1_D6  |         80.23%        |
|   8   |  C1_D4  |         81.18%        |
|   8   |  C2_D5  |         79.09%        |
|   8   |  C1_D9  |         81.75%        |
|   8   |  C1_D8  |         79.28%        |
|   8   |  C2_D9  |         81.94%        |
|   8   |  C2_D10 |         79.66%        |
|   8   |  C2_D7  |         79.09%        |
|   8   |  C1_D12 |         81.18%        |
|   8   |  C2_D6  |         84.41%        |
|   8   |  C1_D14 |         82.32%        |
|   8   |  C1_D18 |         79.47%        |
|   8   |  C1_D11 |         81.56%        |
|   8   |  C1_D17 |         83.84%        |
|   8   |  C2_D19 |         79.47%        |
|   8   |  C2_D16 |         80.42%        |
|   8   |  C1_D20 |         80.8%         |
|   8   |  C1_D10 |         79.47%        |
|   8   |  C1_D16 |         77.95%        |
|   8   |  C2_D1  |         80.8%         |
|   8   |  C1_D13 |         83.46%        |
|   8   |  C2_D18 |         81.18%        |
|   8   |  C1_D19 |         82.7%         |
|   8   |  C2_D3  |         80.04%        |
