VEHICLE TRAINING UPDATES
+-------+---------+------------+----------------+
| Round | Vehicle | Train Loss | Train Accuracy |
|   13  |  C1_D12 |   0.4223   |     81.93%     |
|   13  |  C1_D11 |   0.4231   |     81.14%     |
|   13  |  C2_D16 |   0.4141   |     81.55%     |
|   13  |  C1_D14 |   0.4268   |     80.78%     |
|   13  |  C1_D10 |   0.4455   |     80.21%     |
|   13  |  C1_D15 |   0.4217   |     80.97%     |
|   13  |  C2_D18 |   0.4206   |     80.89%     |
|   13  |  C2_D19 |   0.4328   |     81.22%     |
|   13  |  C1_D18 |   0.4169   |     81.46%     |
|   13  |  C1_D17 |   0.4167   |     82.28%     |
|   13  |  C2_D4  |   0.4295   |     80.4%      |
|   13  |  C1_D20 |   0.4262   |     80.89%     |
|   13  |  C1_D16 |   0.4403   |     80.57%     |
|   13  |  C2_D20 |   0.4296   |     80.83%     |
|   13  |  C2_D3  |   0.4094   |     82.85%     |
|   13  |  C2_D8  |   0.4327   |     80.79%     |
|   13  |  C1_D8  |   0.4241   |     81.36%     |
|   13  |  C2_D5  |   0.4234   |     81.7%      |
|   13  |  C2_D9  |   0.4091   |     82.14%     |
|   13  |  C2_D2  |   0.4247   |     81.21%     |
|   13  |  C2_D13 |   0.4115   |     82.65%     |
|   13  |  C1_D13 |   0.4058   |     82.09%     |
|   13  |  C2_D17 |   0.4261   |     81.32%     |
|   13  |  C2_D12 |   0.4153   |     81.22%     |
|   13  |  C1_D19 |   0.4177   |     82.03%     |
|   13  |  C2_D14 |   0.436    |     79.86%     |
|   14  |  C1_D2  |   0.4195   |     81.81%     |
|   14  |  C1_D1  |   0.4139   |     81.71%     |
|   14  |  C1_D3  |   0.3941   |     83.72%     |
|   14  |  C2_D1  |   0.4141   |     81.14%     |
|   14  |  C1_D6  |   0.4178   |     81.79%     |
|   14  |  C2_D6  |   0.4194   |     81.44%     |
|   14  |  C1_D4  |   0.4225   |     81.35%     |
|   14  |  C1_D9  |   0.4275   |     81.16%     |
|   14  |  C1_D7  |   0.4074   |     82.65%     |
|   14  |  C2_D7  |   0.4226   |     81.3%      |
|   14  |  C1_D5  |   0.4151   |     81.92%     |
|   14  |  C2_D10 |   0.3968   |     83.47%     |
|   14  |  C1_D12 |   0.4166   |     82.03%     |
|   14  |  C1_D11 |   0.4203   |     81.11%     |
|   14  |  C2_D16 |   0.4099   |     81.36%     |
|   14  |  C2_D11 |   0.4211   |     81.08%     |
|   14  |  C1_D15 |    0.42    |     81.51%     |
|   14  |  C1_D14 |   0.4229   |     80.67%     |
|   14  |  C2_D19 |   0.4272   |     81.36%     |
|   14  |  C1_D18 |   0.4132   |     81.16%     |
|   14  |  C1_D10 |   0.4411   |     80.4%      |
|   14  |  C2_D18 |   0.4152   |     81.36%     |
|   14  |  C2_D4  |   0.4273   |     80.59%     |
|   14  |  C1_D17 |   0.4116   |     82.58%     |
|   14  |  C1_D20 |   0.4235   |     80.73%     |
|   14  |  C1_D16 |   0.4348   |     80.81%     |
|   14  |  C2_D3  |   0.4099   |     82.72%     |
|   14  |  C2_D20 |   0.425    |     81.02%     |
|   14  |  C2_D8  |   0.4281   |     81.32%     |
|   14  |  C1_D8  |   0.4216   |     81.68%     |
|   14  |  C2_D9  |   0.4061   |     82.12%     |
|   14  |  C2_D5  |   0.4222   |     81.6%      |
|   14  |  C2_D2  |   0.4244   |     80.95%     |
|   14  |  C2_D13 |   0.4092   |     82.99%     |
|   14  |  C1_D13 |   0.4033   |     82.22%     |
|   14  |  C2_D17 |   0.419    |     81.47%     |
|   14  |  C2_D12 |   0.4132   |     81.3%      |
|   14  |  C1_D19 |   0.4157   |     82.2%      |
|   12  |  C2_D15 |   0.4262   |     81.02%     |
|   14  |  C2_D14 |   0.429    |     80.27%     |
|   15  |  C2_D13 |   0.4064   |     83.17%     |
|   15  |  C1_D1  |   0.4111   |     82.01%     |
|   15  |  C2_D1  |   0.4078   |     81.51%     |
|   15  |  C1_D6  |   0.4128   |     82.0%      |
|   15  |  C1_D2  |   0.4178   |     81.74%     |
|   15  |  C1_D9  |   0.4217   |     81.47%     |
|   15  |  C1_D5  |   0.413    |     81.9%      |
|   15  |  C1_D4  |   0.4203   |     81.41%     |
|   15  |  C2_D4  |   0.4247   |     80.76%     |
|   15  |  C2_D7  |   0.4207   |     81.25%     |
|   15  |  C2_D6  |   0.4156   |     81.79%     |
|   15  |  C2_D10 |   0.393    |     83.64%     |
|   15  |  C1_D11 |   0.4184   |     80.98%     |
|   15  |  C1_D7  |   0.4063   |     82.63%     |
|   15  |  C1_D12 |   0.4152   |     82.08%     |
|   15  |  C1_D10 |   0.4358   |     80.49%     |
|   15  |  C1_D15 |   0.4155   |     81.24%     |
|   15  |  C2_D11 |   0.4162   |     81.33%     |
|   15  |  C1_D14 |   0.4189   |     80.84%     |
|   15  |  C1_D18 |   0.4135   |     81.25%     |
|   15  |  C1_D17 |   0.4086   |     82.58%     |
|   15  |  C2_D16 |   0.4073   |     81.65%     |
|   15  |  C1_D20 |   0.421    |     80.79%     |
|   15  |  C2_D19 |   0.4263   |     81.41%     |
|   15  |  C2_D18 |   0.4117   |     81.33%     |
|   15  |  C1_D16 |   0.4322   |     80.86%     |
|   15  |  C2_D3  |   0.4072   |     82.96%     |
|   15  |  C2_D20 |   0.4253   |     80.92%     |
|   15  |  C2_D8  |   0.4263   |     81.16%     |
|   15  |  C1_D8  |   0.4192   |     81.63%     |
|   15  |  C2_D9  |   0.4034   |     82.01%     |
|   15  |  C2_D5  |   0.4187   |     81.73%     |
|   15  |  C1_D3  |   0.3912   |     83.85%     |
|   15  |  C2_D2  |   0.421    |     81.28%     |
|   15  |  C1_D13 |   0.4007   |     82.19%     |
|   15  |  C2_D17 |   0.4175   |     81.6%      |
|   15  |  C2_D12 |   0.4104   |     81.38%     |
|   15  |  C1_D19 |   0.4127   |     82.12%     |
|   16  |  C2_D1  |   0.4082   |     81.44%     |
|   16  |  C1_D17 |   0.4075   |     82.61%     |
|   16  |  C1_D2  |   0.4147   |     81.85%     |
|   15  |  C2_D14 |   0.4289   |     79.78%     |
|   16  |  C1_D1  |   0.4099   |     81.87%     |
|   16  |  C1_D5  |    0.41    |     81.98%     |
|   16  |  C2_D3  |   0.4044   |     83.25%     |
|   16  |  C1_D4  |   0.4165   |     81.57%     |
|   16  |  C1_D6  |   0.4109   |     81.95%     |
|   16  |  C2_D4  |   0.421    |     81.08%     |
|   16  |  C2_D6  |   0.4126   |     81.84%     |
|   16  |  C2_D7  |   0.4193   |     81.44%     |
|   16  |  C1_D9  |   0.4194   |     81.52%     |
|   16  |  C1_D12 |   0.4118   |     82.08%     |
|   16  |  C1_D11 |   0.4134   |     81.63%     |
|   16  |  C2_D10 |   0.3891   |     83.94%     |
|   16  |  C1_D15 |   0.4151   |     81.22%     |
|   16  |  C1_D14 |   0.418    |     80.75%     |
|   16  |  C1_D10 |   0.436    |     80.51%     |
|   16  |  C2_D13 |   0.4064   |     83.09%     |
|   16  |  C2_D16 |   0.4068   |     81.71%     |
|   16  |  C2_D11 |   0.415    |     81.36%     |
|   16  |  C1_D18 |   0.4088   |     81.74%     |
|   16  |  C2_D19 |   0.4218   |     81.54%     |
|   16  |  C1_D16 |   0.4312   |     80.72%     |
|   16  |  C1_D20 |   0.4197   |     80.95%     |
|   16  |  C1_D8  |   0.4185   |     81.57%     |
|   16  |  C2_D20 |   0.4217   |     81.09%     |
|   16  |  C2_D8  |   0.4242   |     81.22%     |
|   16  |  C2_D9  |   0.4005   |     82.46%     |
|   16  |  C2_D5  |   0.4163   |     81.95%     |
|   16  |  C1_D3  |   0.3886   |     84.01%     |
|   16  |  C2_D2  |   0.4208   |     81.41%     |
|   16  |  C1_D7  |   0.4032   |     82.57%     |
|   16  |  C1_D13 |   0.3994   |     82.3%      |
|   13  |  C2_D15 |   0.4225   |     81.32%     |
|   16  |  C2_D18 |   0.4116   |     81.46%     |
|   16  |  C2_D17 |   0.4132   |     81.89%     |
|   16  |  C2_D12 |   0.4063   |     81.74%     |
|   16  |  C1_D19 |   0.4109   |     82.3%      |
|   17  |  C2_D18 |   0.4064   |     81.52%     |
|   16  |  C2_D14 |   0.4249   |     80.38%     |
|   17  |  C1_D1  |   0.4075   |     82.01%     |
|   17  |  C2_D1  |   0.4057   |     81.38%     |
|   17  |  C1_D2  |   0.4126   |     81.81%     |
|   17  |  C1_D5  |   0.4084   |     81.81%     |
|   17  |  C1_D4  |   0.4149   |     81.71%     |
|   17  |  C1_D6  |   0.4102   |     82.3%      |
|   17  |  C2_D4  |   0.419    |     80.84%     |
|   17  |  C1_D9  |   0.4178   |     81.54%     |
|   17  |  C2_D3  |   0.4038   |     82.93%     |
|   17  |  C2_D7  |   0.4153   |     81.63%     |
|   17  |  C2_D6  |   0.4122   |     81.92%     |
|   17  |  C1_D11 |   0.4134   |     81.46%     |
|   17  |  C1_D12 |   0.4111   |     82.34%     |
|   17  |  C1_D10 |   0.4309   |     80.86%     |
|   17  |  C2_D10 |   0.3895   |     83.82%     |
|   17  |  C1_D15 |   0.413    |     81.27%     |
|   17  |  C2_D13 |   0.4036   |     82.99%     |
|   17  |  C1_D14 |   0.4145   |     80.97%     |
|   17  |  C2_D16 |   0.4042   |     81.73%     |
|   17  |  C1_D17 |   0.4044   |     82.72%     |
|   17  |  C2_D19 |   0.4203   |     81.38%     |
|   17  |  C1_D18 |   0.4074   |     81.62%     |
|   17  |  C1_D20 |   0.4143   |     80.84%     |
|   17  |  C2_D11 |   0.4115   |     81.3%      |
|   17  |  C2_D9  |   0.4021   |     82.28%     |
|   17  |  C1_D8  |   0.4136   |     81.59%     |
|   17  |  C2_D20 |   0.4192   |     80.92%     |
|   17  |  C2_D5  |   0.4137   |     82.01%     |
|   17  |  C1_D3  |   0.3877   |     83.94%     |
|   17  |  C1_D7  |   0.4012   |     82.77%     |
|   17  |  C2_D2  |   0.4164   |     81.33%     |
|   17  |  C1_D13 |   0.3969   |     82.44%     |
|   17  |  C1_D16 |   0.4287   |     81.0%      |
|   17  |  C2_D8  |   0.4196   |     81.43%     |
|   17  |  C2_D17 |   0.4143   |     81.62%     |
|   17  |  C2_D12 |   0.4065   |     81.54%     |
|   17  |  C1_D19 |   0.4104   |     82.14%     |
|   18  |  C1_D1  |   0.4059   |     82.28%     |
|   18  |  C1_D4  |   0.4157   |     81.65%     |
|   18  |  C2_D19 |   0.4183   |     81.46%     |
|   17  |  C2_D14 |   0.4232   |     80.4%      |
|   18  |  C2_D1  |   0.4012   |     81.52%     |
|   18  |  C1_D2  |   0.4099   |     81.87%     |
|   14  |  C2_D15 |   0.4197   |     81.19%     |
|   18  |  C2_D4  |   0.4171   |     80.97%     |
|   18  |  C2_D3  |   0.4008   |     83.06%     |
|   18  |  C2_D6  |   0.4086   |     82.12%     |
|   18  |  C1_D6  |   0.407    |     82.36%     |
|   18  |  C2_D7  |   0.4139   |     81.59%     |
|   18  |  C1_D12 |   0.4098   |     82.41%     |
|   18  |  C1_D9  |   0.4154   |     81.57%     |
|   18  |  C1_D11 |   0.4114   |     81.35%     |
|   18  |  C1_D15 |   0.4092   |     81.59%     |
|   18  |  C1_D14 |   0.4127   |     80.87%     |
|   18  |  C1_D10 |    0.43    |     80.65%     |
|   18  |  C1_D18 |   0.4063   |     81.63%     |
|   18  |  C2_D13 |   0.4017   |     83.2%      |
|   18  |  C2_D16 |   0.4015   |     81.93%     |
|   18  |  C1_D17 |   0.4044   |     82.65%     |
|   18  |  C1_D20 |   0.4161   |     81.09%     |
|   18  |  C2_D18 |   0.4053   |     81.65%     |
|   18  |  C2_D9  |   0.3982   |     82.63%     |
|   18  |  C2_D11 |   0.4103   |     81.05%     |
|   18  |  C2_D20 |   0.417    |     80.87%     |
|   18  |  C2_D5  |   0.4123   |     81.84%     |
|   18  |  C1_D3  |   0.3845   |     84.02%     |
|   18  |  C1_D7  |   0.3995   |     82.71%     |
|   18  |  C2_D2  |   0.4147   |     81.54%     |
|   18  |  C1_D16 |   0.4272   |     80.73%     |
|   18  |  C2_D10 |   0.3876   |     83.74%     |
|   18  |  C1_D5  |   0.4069   |     82.14%     |
|   18  |  C1_D13 |   0.3959   |     82.5%      |
|   18  |  C1_D8  |   0.4127   |     81.68%     |
|   18  |  C2_D8  |   0.4199   |     81.46%     |
|   18  |  C2_D17 |   0.4118   |     81.76%     |
|   18  |  C2_D12 |   0.4046   |     81.65%     |
|   18  |  C1_D19 |   0.409    |     82.2%      |
|   19  |  C2_D13 |   0.4003   |     83.12%     |
|   19  |  C1_D20 |   0.4141   |     81.33%     |
|   18  |  C2_D14 |   0.4233   |     80.29%     |
|   19  |  C1_D2  |   0.4091   |     81.7%      |
|   19  |  C2_D1  |   0.3998   |     81.92%     |
|   19  |  C1_D1  |   0.4021   |     82.06%     |
|   19  |  C2_D4  |   0.4182   |     81.08%     |
|   19  |  C1_D3  |   0.3828   |     84.16%     |
|   19  |  C2_D3  |   0.3982   |     83.26%     |
|   19  |  C2_D5  |   0.4085   |     82.55%     |
|   19  |  C1_D4  |   0.412    |     81.87%     |
|   19  |  C2_D6  |   0.4072   |     82.01%     |
|   19  |  C2_D7  |   0.4135   |     81.66%     |
|   19  |  C1_D9  |   0.4126   |     81.81%     |
|   19  |  C1_D6  |   0.4064   |     82.3%      |
|   19  |  C2_D9  |   0.398    |     82.38%     |
|   19  |  C1_D12 |   0.4077   |     82.12%     |
|   19  |  C1_D11 |   0.4104   |     81.65%     |
|   19  |  C1_D10 |   0.4286   |     80.76%     |
|   19  |  C1_D14 |   0.4132   |     81.17%     |
|   19  |  C1_D15 |   0.4097   |     81.35%     |
|   19  |  C1_D17 |   0.4011   |     82.63%     |
|   19  |  C1_D18 |   0.406    |     81.65%     |
|   19  |  C2_D11 |   0.407    |     81.32%     |
|   19  |  C2_D19 |   0.417    |     81.54%     |
|   19  |  C2_D18 |   0.4056   |     81.46%     |
|   19  |  C2_D20 |   0.4159   |     81.36%     |
|   19  |  C1_D16 |   0.4271   |     80.68%     |
|   19  |  C2_D2  |   0.4153   |     81.38%     |
|   19  |  C2_D10 |   0.3837   |     84.07%     |
|   19  |  C1_D5  |   0.406    |     82.09%     |
|   19  |  C1_D8  |   0.4123   |     81.38%     |
|   19  |  C1_D13 |   0.3953   |     82.6%      |
|   19  |  C2_D8  |   0.4183   |     81.32%     |
|   19  |  C2_D16 |   0.4019   |     81.66%     |
|   19  |  C1_D7  |   0.397    |     82.8%      |
|   19  |  C2_D17 |   0.4095   |     82.12%     |
|   19  |  C1_D19 |   0.4073   |     82.5%      |
|   19  |  C2_D12 |   0.4018   |     81.66%     |
|   15  |  C2_D15 |   0.4174   |     81.27%     |
|   20  |  C2_D3  |   0.3974   |     83.25%     |
|   19  |  C2_D14 |   0.4203   |     80.53%     |
|   20  |  C1_D1  |   0.4006   |     82.08%     |
|   20  |  C1_D4  |   0.4123   |     81.68%     |
|   20  |  C1_D2  |   0.4073   |     82.12%     |
|   20  |  C1_D6  |   0.4049   |     82.22%     |
|   20  |  C1_D9  |   0.4131   |     81.55%     |
|   20  |  C1_D3  |   0.3834   |     84.04%     |
|   20  |  C2_D1  |   0.3983   |     81.79%     |
|   20  |  C2_D5  |   0.4094   |     81.82%     |
|   20  |  C2_D4  |   0.4136   |     80.92%     |
|   20  |  C1_D12 |   0.4043   |     82.25%     |
|   20  |  C1_D10 |   0.4249   |     80.94%     |
|   20  |  C2_D7  |   0.4111   |     81.49%     |
|   20  |  C1_D15 |   0.4079   |     81.25%     |
|   20  |  C1_D18 |    0.4     |     81.98%     |
|   20  |  C2_D6  |   0.4056   |     82.14%     |
|   20  |  C1_D14 |   0.4092   |     81.13%     |
|   20  |  C2_D9  |   0.397    |     82.65%     |
|   20  |  C1_D17 |   0.3995   |     82.74%     |
|   20  |  C1_D20 |   0.4114   |     81.06%     |
|   20  |  C2_D13 |   0.3989   |     83.21%     |
|   20  |  C1_D16 |   0.4267   |     80.68%     |
|   20  |  C2_D11 |   0.4087   |     81.19%     |
|   20  |  C2_D18 |   0.4038   |     81.51%     |
|   20  |  C2_D19 |   0.4152   |     81.41%     |
|   20  |  C2_D20 |   0.415    |     81.17%     |
|   20  |  C2_D2  |   0.4152   |     81.54%     |
|   20  |  C2_D10 |   0.3832   |     84.1%      |
|   20  |  C1_D5  |   0.4037   |     82.27%     |
|   20  |  C1_D13 |   0.3921   |     82.72%     |
|   20  |  C1_D8  |   0.4118   |     81.59%     |
|   20  |  C2_D16 |   0.3994   |     81.66%     |
|   20  |  C2_D8  |   0.417    |     81.47%     |
|   20  |  C1_D7  |   0.3946   |     82.83%     |
|   20  |  C1_D11 |   0.4089   |     81.68%     |
|   20  |  C2_D17 |   0.4092   |     81.79%     |
|   20  |  C1_D19 |   0.4067   |     82.17%     |
|   20  |  C2_D12 |   0.4029   |     81.51%     |
|   21  |  C2_D13 |   0.3972   |     83.18%     |
|   21  |  C1_D5  |   0.4023   |     82.25%     |
|   20  |  C2_D14 |   0.4179   |     80.34%     |
|   21  |  C2_D1  |   0.3967   |     81.9%      |
|   21  |  C1_D2  |   0.4055   |     81.93%     |
|   21  |  C1_D1  |   0.4004   |     82.12%     |
|   21  |  C2_D6  |   0.4043   |     82.22%     |
|   21  |  C2_D8  |   0.4133   |     81.54%     |
|   21  |  C1_D6  |   0.4034   |     82.11%     |
|   21  |  C1_D4  |   0.4096   |     81.78%     |
|   21  |  C2_D7  |   0.4114   |     81.54%     |
|   21  |  C1_D9  |   0.4115   |     81.78%     |
|   21  |  C2_D12 |   0.3994   |     81.84%     |
|   21  |  C2_D5  |   0.4053   |     82.23%     |
|   21  |  C2_D9  |   0.3959   |     82.6%      |
|   21  |  C2_D10 |   0.3815   |     83.8%      |
|   21  |  C1_D14 |   0.4097   |     81.09%     |
|   21  |  C1_D12 |   0.4038   |     82.23%     |
|   21  |  C1_D10 |   0.4248   |     80.78%     |
|   21  |  C2_D11 |   0.4059   |     81.22%     |
|   21  |  C1_D15 |   0.4051   |     81.46%     |
|   21  |  C1_D17 |   0.3975   |     82.72%     |
|   21  |  C1_D18 |   0.4007   |     81.71%     |
|   21  |  C2_D19 |   0.4138   |     81.79%     |
|   21  |  C2_D18 |   0.4024   |     81.43%     |
|   21  |  C1_D16 |   0.4239   |     81.11%     |
|   21  |  C2_D20 |   0.4118   |     81.19%     |
|   21  |  C2_D2  |   0.4103   |     81.68%     |
|   21  |  C1_D13 |   0.3902   |     82.8%      |
|   21  |  C1_D7  |   0.395    |     82.77%     |
|   21  |  C1_D8  |   0.4101   |     81.74%     |
|   21  |  C1_D11 |   0.4064   |     81.33%     |
|   21  |  C2_D3  |   0.395    |     83.29%     |
|   21  |  C1_D3  |   0.3813   |     84.24%     |
|   21  |  C2_D4  |   0.4124   |     81.14%     |
|   21  |  C1_D20 |   0.4094   |     81.25%     |
|   21  |  C2_D16 |   0.3976   |     81.76%     |
|   16  |  C2_D15 |   0.4166   |     81.4%      |
|   21  |  C2_D17 |   0.4073   |     81.59%     |
|   21  |  C1_D19 |   0.4041   |     82.5%      |
|   21  |  C2_D14 |   0.4174   |     80.59%     |
|   22  |  C1_D14 |   0.4085   |     81.13%     |
|   22  |  C1_D1  |   0.3975   |     82.31%     |
|   22  |  C2_D1  |   0.3956   |     82.09%     |
|   22  |  C1_D2  |   0.4042   |     82.09%     |
|   22  |  C1_D5  |   0.3999   |     82.28%     |
|   22  |  C2_D2  |   0.4137   |     81.41%     |
|   22  |  C1_D4  |   0.4073   |     81.6%      |
|   22  |  C1_D6  |   0.4029   |     82.22%     |
|   22  |  C1_D9  |   0.4095   |     81.71%     |
|   22  |  C1_D7  |   0.3921   |     82.96%     |
|   22  |  C1_D10 |   0.4235   |     80.95%     |
|   22  |  C1_D12 |   0.4022   |     82.2%      |
|   22  |  C1_D11 |   0.4043   |     81.63%     |
|   22  |  C2_D8  |   0.4133   |     81.41%     |
|   22  |  C1_D13 |   0.3901   |     82.52%     |
|   22  |  C2_D10 |   0.3795   |     84.12%     |
|   22  |  C2_D6  |   0.4023   |     82.44%     |
|   22  |  C1_D15 |   0.4047   |     81.49%     |
|   22  |  C2_D9  |   0.3939   |     82.44%     |
|   22  |  C2_D7  |   0.4079   |     81.59%     |
|   22  |  C2_D5  |   0.4055   |     82.2%      |
|   22  |  C2_D12 |   0.4002   |     81.9%      |
|   22  |  C1_D17 |   0.3959   |     82.93%     |
|   22  |  C2_D19 |   0.4125   |     81.79%     |
|   22  |  C1_D16 |   0.4217   |     80.94%     |
|   22  |  C1_D8  |   0.4085   |     81.59%     |
|   22  |  C2_D18 |   0.4009   |     81.55%     |
|   22  |  C2_D13 |   0.3952   |     83.23%     |
|   22  |  C1_D3  |   0.3794   |     83.94%     |
|   22  |  C2_D11 |   0.4055   |     81.55%     |
|   22  |  C2_D3  |   0.3953   |     83.28%     |
|   22  |  C2_D4  |   0.412    |     80.87%     |
|   22  |  C1_D20 |   0.4094   |     81.28%     |
|   22  |  C2_D20 |   0.4114   |     81.46%     |
|   22  |  C2_D16 |   0.3961   |     81.73%     |
|   22  |  C1_D19 |   0.4029   |     82.23%     |
|   22  |  C2_D17 |   0.4064   |     81.96%     |
|   22  |  C1_D18 |   0.399    |     82.04%     |
|   22  |  C2_D14 |   0.4169   |     80.57%     |
|   23  |  C2_D4  |   0.4102   |     81.02%     |
|   23  |  C2_D1  |   0.3946   |     81.65%     |
|   23  |  C1_D5  |   0.3993   |     82.3%      |
|   23  |  C1_D1  |   0.3973   |     82.2%      |
|   23  |  C1_D2  |   0.4037   |     82.03%     |
|   23  |  C1_D4  |   0.4071   |     81.62%     |
|   17  |  C2_D15 |   0.4139   |     81.43%     |
|   23  |  C1_D6  |   0.4015   |     82.27%     |
|   23  |  C2_D3  |   0.393    |     83.25%     |
|   23  |  C1_D9  |   0.4086   |     81.92%     |
|   23  |  C2_D2  |   0.4097   |     81.78%     |
|   23  |  C1_D3  |   0.3787   |     84.07%     |
|   23  |  C1_D8  |   0.4074   |     81.81%     |
|   23  |  C2_D6  |   0.4032   |     82.28%     |
|   23  |  C1_D7  |   0.3918   |     82.79%     |
|   23  |  C1_D11 |   0.4039   |     81.74%     |
|   23  |  C2_D11 |   0.4042   |     81.3%      |
|   23  |  C2_D10 |   0.3784   |     84.04%     |
|   23  |  C1_D10 |   0.4229   |     80.95%     |
|   23  |  C2_D13 |   0.3953   |     83.26%     |
|   23  |  C1_D13 |   0.3886   |     82.79%     |
|   23  |  C1_D12 |   0.4004   |     82.2%      |
|   23  |  C2_D12 |   0.397    |     81.7%      |
|   23  |  C2_D8  |   0.4131   |     81.41%     |
|   23  |  C1_D14 |   0.4075   |     81.3%      |
|   23  |  C2_D19 |   0.4109   |     81.85%     |
|   23  |  C1_D16 |   0.4223   |     81.03%     |
|   23  |  C2_D18 |   0.3996   |     81.65%     |
|   23  |  C2_D16 |   0.394    |     81.82%     |
|   23  |  C1_D15 |   0.4031   |     81.51%     |
|   23  |  C2_D9  |   0.3927   |     82.41%     |
|   23  |  C2_D7  |   0.4063   |     81.54%     |
|   23  |  C1_D17 |   0.3951   |     82.98%     |
|   23  |  C1_D20 |   0.409    |     81.25%     |
|   23  |  C1_D18 |   0.3973   |     81.96%     |
|   23  |  C2_D20 |   0.4113   |     81.28%     |
|   23  |  C1_D19 |   0.4034   |     82.3%      |
|   23  |  C2_D17 |   0.4056   |     81.89%     |
|   23  |  C2_D5  |   0.4046   |     82.31%     |
|   23  |  C2_D14 |   0.4141   |     80.57%     |
|   24  |  C2_D2  |   0.4101   |     81.59%     |
|   24  |  C2_D7  |   0.4057   |     82.0%      |
|   24  |  C1_D1  |   0.3952   |     82.31%     |
|   24  |  C2_D3  |   0.393    |     83.17%     |
|   24  |  C2_D10 |   0.3783   |     84.08%     |
|   24  |  C2_D9  |   0.3922   |     82.53%     |
|   24  |  C2_D6  |   0.4007   |     82.49%     |
|   24  |  C1_D3  |   0.3766   |     84.24%     |
|   24  |  C2_D12 |   0.3985   |     81.93%     |
|   24  |  C1_D5  |   0.3976   |     82.66%     |
|   24  |  C1_D4  |   0.4051   |     81.87%     |
|   24  |  C2_D13 |   0.3922   |     83.47%     |
|   24  |  C2_D8  |   0.4127   |     81.32%     |
|   24  |  C1_D8  |   0.4049   |     81.78%     |
|   24  |  C1_D7  |   0.3908   |     82.71%     |
|   24  |  C2_D18 |   0.4005   |     81.65%     |
|   24  |  C1_D6  |   0.4004   |     82.38%     |
|   24  |  C1_D10 |   0.4249   |     81.03%     |
|   24  |  C2_D19 |   0.4108   |     81.93%     |
|   24  |  C2_D16 |   0.3928   |     82.04%     |
|   24  |  C1_D9  |   0.4075   |     81.54%     |
|   24  |  C2_D20 |   0.4086   |     81.13%     |
|   24  |  C1_D11 |   0.4024   |     81.78%     |
|   24  |  C1_D13 |   0.3876   |     82.49%     |
|   24  |  C1_D12 |   0.4009   |     82.2%      |
|   24  |  C1_D14 |   0.4051   |     81.32%     |
|   24  |  C1_D17 |   0.3947   |     82.93%     |
|   24  |  C1_D18 |   0.3966   |     82.0%      |
|   24  |  C1_D16 |   0.4204   |     81.03%     |
|   24  |  C1_D15 |   0.4027   |     81.4%      |
|   24  |  C1_D20 |   0.4072   |     81.28%     |
|   24  |  C2_D1  |   0.3942   |     82.04%     |
|   24  |  C1_D19 |   0.4018   |     82.19%     |
|   24  |  C1_D2  |   0.4042   |     81.79%     |
|   24  |  C2_D17 |   0.4048   |     82.15%     |
|   24  |  C2_D5  |   0.4012   |     82.14%     |
|   24  |  C2_D4  |    0.41    |     81.33%     |
|   24  |  C2_D14 |   0.4122   |     80.97%     |
|   24  |  C2_D11 |   0.4045   |     81.57%     |
|   25  |  C2_D18 |   0.3987   |     81.68%     |
|   18  |  C2_D15 |   0.4123   |     81.41%     |
|   25  |  C1_D1  |   0.3958   |     82.11%     |
|   25  |  C2_D3  |   0.3926   |     83.4%      |
|   25  |  C2_D7  |   0.4064   |     81.76%     |
|   25  |  C2_D6  |   0.3998   |     82.33%     |
|   25  |  C2_D10 |   0.3776   |     83.97%     |
|   25  |  C2_D9  |   0.3901   |     82.69%     |
|   25  |  C1_D3  |   0.3773   |     84.13%     |
|   25  |  C2_D2  |   0.4071   |     81.47%     |
|   25  |  C1_D5  |   0.3978   |     82.19%     |
|   25  |  C2_D13 |   0.3909   |     83.36%     |
|   25  |  C1_D4  |   0.4056   |     81.93%     |
|   25  |  C2_D12 |   0.3962   |     81.92%     |
|   25  |  C1_D8  |   0.4047   |     82.09%     |
|   25  |  C1_D7  |   0.3875   |     82.87%     |
|   25  |  C2_D8  |   0.4086   |     81.6%      |
|   25  |  C1_D6  |   0.3988   |     82.42%     |
|   25  |  C2_D16 |   0.3929   |     81.78%     |
|   25  |  C1_D9  |   0.4043   |     81.9%      |
|   25  |  C1_D10 |   0.4209   |     80.89%     |
|   25  |  C1_D11 |   0.4017   |     81.63%     |
|   25  |  C1_D14 |   0.4025   |     81.47%     |
|   25  |  C1_D12 |   0.3975   |     82.33%     |
|   25  |  C2_D20 |   0.4079   |     81.32%     |
|   25  |  C1_D18 |   0.3952   |     82.01%     |
|   25  |  C1_D15 |   0.4015   |     81.62%     |
|   25  |  C1_D13 |   0.3862   |     82.77%     |
|   25  |  C1_D17 |   0.3923   |     83.15%     |
|   25  |  C2_D1  |   0.3911   |     81.79%     |
|   25  |  C1_D20 |   0.406    |     81.41%     |
|   25  |  C1_D2  |   0.4013   |     82.12%     |
|   25  |  C1_D16 |   0.4192   |     81.17%     |
|   25  |  C1_D19 |   0.4009   |     82.19%     |
|   25  |  C2_D17 |   0.4032   |     82.06%     |
|   25  |  C2_D4  |    0.41    |     80.98%     |
|   25  |  C2_D5  |   0.4033   |     82.34%     |
|   25  |  C2_D14 |   0.4108   |     80.76%     |
