node,round,train_loss,train_accuracy_pct,private_test_accuracy_pct,epsilon,delta,global_proxy_accuracy_pct,successful_updates,throughput_updates_per_sec,throughput_bytes_per_sec,bytes_tx,bytes_rx,training_ms,key_generation_ms,signature_generation_ms,signature_verification_ms,batch_verification_ms,batch_verification_receiver_ms,encryption_ms,decryption_ms,communication_tx_ms,communication_rx_ms,security_latency_ms,communication_latency_ms,action_to_response_ms,end_to_end_time_ms,device_round_execution_ms,rsu_round_execution_ms,server_round_execution_ms,energy_training_j,energy_security_j,energy_communication_j,energy_total_j,energy_idle_j,idle_latency_ms
C1_D7,29,0.3851776707428272,83.0406581237146,83.84030418250951,2248724.044453909,1e-05,,,,,,2797.0,59815.482599980896,0.0,,,,,,0.0,,3.920899995137006,0.0,3.920899995137006,,100444.3300999992,100444.3300999992,,,650.7924506877921,0.0,0.025595635168254378,0.025595635168254378,88.39984028165043,40624.92660002317
C1_D8,29,0.4016876677521552,81.96487897484576,79.46768060836501,2248724.044453909,1e-05,,,,,,2797.0,57657.05089998664,0.0,,,,,,0.0,,1.504300016677007,0.0,1.504300016677007,,100444.02789999731,100444.02789999731,,,627.3087137918546,0.0,0.009820070508867502,0.009820070508867502,93.10118859518693,42785.47269999399
C1_D9,29,0.4011768729548262,81.71175446922955,82.31939163498099,2248724.044453909,1e-05,,,,,,2797.0,69586.52769998298,0.0,,,,,,0.0,,0.42639998719096184,0.0,0.42639998719096184,,100375.29769999674,100375.29769999674,,,757.1014213758149,0.0,0.0027835391163825987,0.0027835391163825987,66.99543567365781,30788.343600026565
C2_D1,29,0.38904226481011417,81.91741813004273,80.6083650190114,2248724.044453909,1e-05,,,,,,2797.0,59182.52900001244,0.0,,,,,,0.0,,1.7433000029996037,0.0,1.7433000029996037,,100353.00689999713,100353.00689999713,,,643.9059155201353,0.0,0.011380262419581413,0.011380262419581413,89.58316648956016,41168.73459998169
C2_D10,29,0.3733802516051013,84.27464008859357,80.41825095057035,2248724.044453909,1e-05,,,,,,2797.0,62514.04039998306,0.0,,,,,,0.0,,1.1528000177349895,0.0,1.1528000177349895,,100392.06939999713,100392.06939999713,,,680.1527595518157,0.0,0.007525478515774012,0.007525478515774012,82.42008261119202,37876.87619999633
C2_D11,29,0.3982749326963617,81.6642936244265,79.27756653992395,2248724.044453909,1e-05,,,,,,2797.0,68654.02089999407,0.0,,,,,,0.0,,1.1032000184059143,0.0,1.1032000184059143,,100407.31579999556,100407.31579999556,,,746.9557473919355,0.0,0.00720168972015381,0.00720168972015381,69.0927691391632,31752.191699983086
C2_D12,29,0.3932434093169492,81.99651953804778,82.12927756653993,2248724.044453909,1e-05,,,,,4265.0,2797.0,75782.99669999979,0.0,12.828899984015152,115.70509997545741,35.20038571358392,,48.05260000284761,0.0,34.42710000672378,1.1559000122360885,211.7869856759041,35.583000018959865,24358.344300009776,100393.88369998778,100393.88369998778,,,824.5190040959977,0.9216969616615347,0.23228582412377002,1.1539827857853047,53.01501302310186,24363.51701429313
C2_D13,29,0.38963552248297323,83.32542319253284,81.36882129277566,2248724.044453909,1e-05,,,,,,2797.0,67081.57270000083,0.0,,,,,,0.0,,1.8111999961547554,0.0,1.8111999961547554,,100384.49339999352,100384.49339999352,,,729.8475109760091,0.0,0.011823513574898243,0.011823513574898243,72.46321427199244,33301.10949999653
C2_D14,29,0.4090654988481541,80.7941781363708,81.1787072243346,2248724.044453909,1e-05,,,,,,2797.0,75556.21720000636,0.0,,,,,,0.0,,1.0449999826960266,0.0,1.0449999826960266,,100399.70199999516,100399.70199999516,,,822.0516431360693,0.0,0.006821759887039662,0.006821759887039662,54.05714900481329,24842.439800006105
C2_D15,29,,,,,,,,,,,2797.0,,0.0,,,,,,0.0,,2.3381000210065395,0.0,2.3381000210065395,,2.3381000210065395,,,,0.0,0.0,0.015263116937130691,0.015263116937130691,0.0,0.0
C2_D16,29,0.38997744272152585,82.0439803828508,82.50950570342205,2248724.044453909,1e-05,,,,,,2797.0,84812.31680000201,0.0,,,,,,0.0,,0.8799000061117113,0.0,0.8799000061117113,,100393.11350000207,100393.11350000207,,,922.758006784022,0.0,0.005743987239897251,0.005743987239897251,33.901898956786845,15579.916799993953
C2_D17,29,0.4001545668250383,81.93323841164374,80.22813688212928,2248724.044453909,1e-05,,,,,,2797.0,82512.81630000449,0.0,,,,,,0.0,,1.56899998546578,0.0,1.56899998546578,,100404.61080000387,100404.61080000387,,,897.7394413440489,0.0,0.010242431905120612,0.010242431905120612,38.92913068803027,17890.225500013912
C2_D18,29,0.3945294068091445,81.83831672203765,81.36882129277566,2248724.044453909,1e-05,,,,,12784.0,11318.0,79195.99330000347,0.0,12.53590002306737,123.22959999437444,35.20038571358392,,49.141299998154864,0.0,31.32550002192147,4.534000006970018,220.1071857291806,35.85950002889149,18700.534500007052,100406.63069998845,100406.63069998845,,,861.6524071040378,0.957906472293394,0.23409081618860367,1.1919972884819976,45.59736347415777,20954.670714226915
C2_D19,29,0.40337671234150124,81.98069925644677,79.84790874524715,2248724.044453909,1e-05,,,,,,2797.0,82769.01980000548,0.0,,,,,,0.0,,0.3113000129815191,0.0,0.3113000129815191,,100403.84620000259,100403.84620000259,,,900.5269354240597,0.0,0.0020321664847433567,0.0020321664847433567,38.37270485756546,17634.515099984128
C2_D2,29,0.4066542365183734,81.42698940041133,79.08745247148289,2248724.044453909,1e-05,,,,,4264.0,2797.0,73692.33759999042,0.0,16.749100002925843,145.81030001863837,35.20038571358392,,40.267799980938435,0.0,1.416000013705343,13.099799980409443,238.02758571608658,14.515799994114786,26358.243399998173,100328.74259998789,100328.74259998789,,,801.7726330878958,1.0358960530364087,0.09475914236158132,1.13065519539799,57.411282872689085,26383.861614287263
C2_D20,29,0.40382527800822493,81.58519221642145,83.26996197718631,2248724.044453909,1e-05,,,,,4264.0,2797.0,79594.06370000215,0.0,13.862799998605624,125.06399999256246,35.20038571358392,,46.34279999299906,0.0,2.231800026493147,1.0138999787159264,220.46998569775107,3.2457000052090734,20485.251200007042,100405.76959997998,100405.76959997998,,,865.9834130560236,0.9594853777566127,0.021187929634004832,0.9806733073906175,44.7994667062621,20587.99021427486
